Data,TableID,Year,HoldingPeriod,TransactionType,AssetType,Month,Series,Value
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,March,Basis,7359713.167
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,March,Loss,81608.2537
SOIIndividual,Table3C,2010,ShortTerm,GainTransaction,BondsAndOtherSecurities,April,NumberOfTransactions,100.57922251
SOIIndividual,Table3C,2010,ShortTerm,GainTransaction,BondsAndOtherSecurities,April,SalesPrice,11318730.886
SOIIndividual,Table3C,2010,ShortTerm,GainTransaction,BondsAndOtherSecurities,April,Basis,11186762.34
SOIIndividual,Table3C,2010,ShortTerm,GainTransaction,BondsAndOtherSecurities,April,Gain,131577.02678
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,April,NumberOfTransactions,66.176468601
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,April,SalesPrice,5261153.5122
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,April,Basis,5349390.303
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,April,Loss,90316.55429
SOIIndividual,Table3C,2010,ShortTerm,GainTransaction,BondsAndOtherSecurities,May,NumberOfTransactions,110.60685044
SOIIndividual,Table3C,2010,ShortTerm,GainTransaction,BondsAndOtherSecurities,May,SalesPrice,10531666.483
SOIIndividual,Table3C,2010,ShortTerm,GainTransaction,BondsAndOtherSecurities,May,Basis,10392382.157
SOIIndividual,Table3C,2010,ShortTerm,GainTransaction,BondsAndOtherSecurities,May,Gain,134534.15965
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,May,NumberOfTransactions,48.810987615
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,May,SalesPrice,3839384.5921
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,May,Basis,3917332.8178
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,May,Loss,82619.97268
SOIIndividual,Table3C,2010,ShortTerm,GainTransaction,BondsAndOtherSecurities,June,NumberOfTransactions,131.14213476
SOIIndividual,Table3C,2010,ShortTerm,GainTransaction,BondsAndOtherSecurities,June,SalesPrice,22667200.315
SOIIndividual,Table3C,2010,ShortTerm,GainTransaction,BondsAndOtherSecurities,June,Basis,22559505.459
SOIIndividual,Table3C,2010,ShortTerm,GainTransaction,BondsAndOtherSecurities,June,Gain,105663.54876
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,June,NumberOfTransactions,64.103781681
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,June,SalesPrice,7006089.2115
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,June,Basis,7118009.2163
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,June,Loss,112101.9341
SOIIndividual,Table3C,2010,ShortTerm,GainTransaction,BondsAndOtherSecurities,July,NumberOfTransactions,102.14746092
SOIIndividual,Table3C,2010,ShortTerm,GainTransaction,BondsAndOtherSecurities,July,SalesPrice,10839808.299
SOIIndividual,Table3C,2010,ShortTerm,GainTransaction,BondsAndOtherSecurities,July,Basis,10770597.286
SOIIndividual,Table3C,2010,ShortTerm,GainTransaction,BondsAndOtherSecurities,July,Gain,69243.389384
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,July,NumberOfTransactions,47.660780138
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,July,SalesPrice,2605771.1431
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,July,Basis,2547521.1316
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,July,Loss,60045.861
SOIIndividual,Table3C,2010,ShortTerm,GainTransaction,BondsAndOtherSecurities,August,NumberOfTransactions,123.48155674
SOIIndividual,Table3C,2010,ShortTerm,GainTransaction,BondsAndOtherSecurities,August,SalesPrice,11848403.687
SOIIndividual,Table3C,2010,ShortTerm,GainTransaction,BondsAndOtherSecurities,August,Basis,11677444.271
SOIIndividual,Table3C,2010,ShortTerm,GainTransaction,BondsAndOtherSecurities,August,Gain,171003.55144
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,August,NumberOfTransactions,39.510965722
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,August,SalesPrice,2211394.0762
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,August,Basis,2269849.0896
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,August,Loss,58502.27174
SOIIndividual,Table3C,2010,ShortTerm,GainTransaction,BondsAndOtherSecurities,September,NumberOfTransactions,111.40983191
SOIIndividual,Table3C,2010,ShortTerm,GainTransaction,BondsAndOtherSecurities,September,SalesPrice,12702469.014
SOIIndividual,Table3C,2010,ShortTerm,GainTransaction,BondsAndOtherSecurities,September,Basis,12589994.253
SOIIndividual,Table3C,2010,ShortTerm,GainTransaction,BondsAndOtherSecurities,September,Gain,108365.43168
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,September,NumberOfTransactions,38.573311009
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,September,SalesPrice,2230469.8543
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,September,Basis,2268486.8852
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,September,Loss,38017.09308
SOIIndividual,Table3C,2010,ShortTerm,GainTransaction,BondsAndOtherSecurities,October,NumberOfTransactions,104.52963053
SOIIndividual,Table3C,2010,ShortTerm,GainTransaction,BondsAndOtherSecurities,October,SalesPrice,9597759.1842
SOIIndividual,Table3C,2010,ShortTerm,GainTransaction,BondsAndOtherSecurities,October,Basis,9451042.9116
SOIIndividual,Table3C,2010,ShortTerm,GainTransaction,BondsAndOtherSecurities,October,Gain,146778.66393
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,October,NumberOfTransactions,39.849443336
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,October,SalesPrice,1958563.8841
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,October,Basis,1989997.8505
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,October,Loss,31436.12996
SOIIndividual,Table3C,2010,ShortTerm,GainTransaction,BondsAndOtherSecurities,November,NumberOfTransactions,90.725403075
SOIIndividual,Table3C,2010,ShortTerm,GainTransaction,BondsAndOtherSecurities,November,SalesPrice,9027676.6094
SOIIndividual,Table3C,2010,ShortTerm,GainTransaction,BondsAndOtherSecurities,November,Basis,8885416.9447
SOIIndividual,Table3C,2010,ShortTerm,GainTransaction,BondsAndOtherSecurities,November,Gain,142128.57399
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,November,NumberOfTransactions,57.016973012
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,November,SalesPrice,4396325.6142
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,November,Basis,4510649.5302
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,November,Loss,114324.2294
SOIIndividual,Table3C,2010,ShortTerm,GainTransaction,BondsAndOtherSecurities,December,NumberOfTransactions,107.62493954
SOIIndividual,Table3C,2010,ShortTerm,GainTransaction,BondsAndOtherSecurities,December,SalesPrice,9044979.6632
SOIIndividual,Table3C,2010,ShortTerm,GainTransaction,BondsAndOtherSecurities,December,Basis,8973164.2601
SOIIndividual,Table3C,2010,ShortTerm,GainTransaction,BondsAndOtherSecurities,December,Gain,72145.367877
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,December,NumberOfTransactions,71.461717019
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,December,SalesPrice,6584365.9609
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,December,Basis,7383361.3622
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,December,Loss,799525.4324
SOIIndividual,Table3C,2010,ShortTerm,GainTransaction,BondsAndOtherSecurities,Not determinate,NumberOfTransactions,91.504240801
SOIIndividual,Table3C,2010,ShortTerm,GainTransaction,BondsAndOtherSecurities,Not determinate,SalesPrice,37569309.339
SOIIndividual,Table3C,2010,ShortTerm,GainTransaction,BondsAndOtherSecurities,Not determinate,Basis,37486410.01
SOIIndividual,Table3C,2010,ShortTerm,GainTransaction,BondsAndOtherSecurities,Not determinate,Gain,107573.24036
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,Not determinate,NumberOfTransactions,25.239363124
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,Not determinate,SalesPrice,2118696.8331
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,Not determinate,Basis,2199070.195
SOIIndividual,Table3C,2010,ShortTerm,LossTransaction,BondsAndOtherSecurities,Not determinate,Loss,88640.04245
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,AllReturns,NumberOfTransactions,4071.99856464
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,AllReturns,SalesPrice,236519075.97530004
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,AllReturns,Basis,229623435.11470002
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,AllReturns,Gain,7001580.381049999
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,AllReturns,NumberOfTransactions,1322.7095538769997
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,AllReturns,SalesPrice,52584356.1206
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,AllReturns,Basis,56458188.8914
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,AllReturns,Loss,3877236.6741
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,January,NumberOfTransactions,313.28204763
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,January,SalesPrice,15381722.024
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,January,Basis,15071213.77
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,January,Gain,310545.39007
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,January,NumberOfTransactions,114.12530899
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,January,SalesPrice,4064618.1844
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,January,Basis,4387907.9484
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,January,Loss,325645.4087
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,February,NumberOfTransactions,266.23184807
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,February,SalesPrice,16406215.135
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,February,Basis,16076900.839
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,February,Gain,329771.37525
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,February,NumberOfTransactions,88.157951755
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,February,SalesPrice,3992839.957
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,February,Basis,4162273.5329
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,February,Loss,169497.3257
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,March,NumberOfTransactions,293.23760879
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,March,SalesPrice,16915112.326
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,March,Basis,16461588.978
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,March,Gain,454942.39212
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,March,NumberOfTransactions,96.721017436
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,March,SalesPrice,3231321.2842
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,March,Basis,3484088.2294
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,March,Loss,252766.9452
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,April,NumberOfTransactions,285.06932031
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,April,SalesPrice,13843578.903
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,April,Basis,13501953.97
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,April,Gain,366003.329
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,April,NumberOfTransactions,95.186287258
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,April,SalesPrice,3526073.0624
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,April,Basis,3773546.8396
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,April,Loss,247506.8522
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,May,NumberOfTransactions,300.04702175
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,May,SalesPrice,20193743.209
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,May,Basis,19676744.215
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,May,Gain,519558.14429
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,May,NumberOfTransactions,93.127715738
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,May,SalesPrice,4004714.0571
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,May,Basis,4265753.5052
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,May,Loss,261016.7353
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,June,NumberOfTransactions,384.9280239
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,June,SalesPrice,23698316.553
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,June,Basis,22657105.741
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,June,Gain,1025519.3943
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,June,NumberOfTransactions,129.21841068
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,June,SalesPrice,7913443.051
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,June,Basis,8337863.1033
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,June,Loss,424054.2837
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,July,NumberOfTransactions,359.92012041
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,July,SalesPrice,21580508.004
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,July,Basis,21126453.2
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,July,Gain,459160.0737
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,July,NumberOfTransactions,107.64352414
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,July,SalesPrice,4102909.6297
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,July,Basis,4323389.5003
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,July,Loss,221325.6175
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,August,NumberOfTransactions,387.04908459
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,August,SalesPrice,25259686.714
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,August,Basis,24647562.842
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,August,Gain,678855.74877
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,August,NumberOfTransactions,105.48197763
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,August,SalesPrice,4202652.582
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,August,Basis,4387402.0387
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,August,Loss,185171.3624
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,September,NumberOfTransactions,296.86255549
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,September,SalesPrice,16531101.967
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,September,Basis,15813757.858
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,September,Gain,717165.98922
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,September,NumberOfTransactions,112.62892269
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,September,SalesPrice,3291368.6566
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,September,Basis,3510778.8362
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,September,Loss,219412.1796
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,October,NumberOfTransactions,338.5187987
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,October,SalesPrice,17668451.383
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,October,Basis,16983493.559
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,October,Gain,698502.56504
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,October,NumberOfTransactions,101.54036282
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,October,SalesPrice,4307408.379
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,October,Basis,4522760.4209
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,October,Loss,215320.8383
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,November,NumberOfTransactions,328.52605085
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,November,SalesPrice,22510626.174
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,November,Basis,22008781.324
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,November,Gain,502258.94568
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,November,NumberOfTransactions,111.13910951
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,November,SalesPrice,2884728.1597
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,November,Basis,3107202.6831
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,November,Loss,222522.2439
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,December,NumberOfTransactions,386.29462699
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,December,SalesPrice,18736934.551
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,December,Basis,18170043.337
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,December,Gain,567982.67481
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,December,NumberOfTransactions,148.78461557
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,December,SalesPrice,5343752.4024
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,December,Basis,6247623.9827
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,December,Loss,903923.3975
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,Not determinate,NumberOfTransactions,132.03145716
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,Not determinate,SalesPrice,7793079.0323
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,Not determinate,Basis,7427835.4817
SOIIndividual,Table3C,2010,LongTerm,GainTransaction,BondsAndOtherSecurities,Not determinate,Gain,371314.3588
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,Not determinate,NumberOfTransactions,18.95434966
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,Not determinate,SalesPrice,1718526.7151
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,Not determinate,Basis,1947598.2707
SOIIndividual,Table3C,2010,LongTerm,LossTransaction,BondsAndOtherSecurities,Not determinate,Loss,229073.4841
SOIIndividual,Table3D,2010,ShortTerm,GainTransaction,RealEstate,AllReturns,NumberOfTransactions,163.2591879893
SOIIndividual,Table3D,2010,ShortTerm,GainTransaction,RealEstate,AllReturns,SalesPrice,12637279.884049999
SOIIndividual,Table3D,2010,ShortTerm,GainTransaction,RealEstate,AllReturns,Basis,11195628.28611
SOIIndividual,Table3D,2010,ShortTerm,GainTransaction,RealEstate,AllReturns,Gain,1589712.8674909999
SOIIndividual,Table3D,2010,ShortTerm,LossTransaction,RealEstate,AllReturns,NumberOfTransactions,57.0380587225
SOIIndividual,Table3D,2010,ShortTerm,LossTransaction,RealEstate,AllReturns,SalesPrice,10304878.05102
SOIIndividual,Table3D,2010,ShortTerm,LossTransaction,RealEstate,AllReturns,Basis,12481254.448139999
SOIIndividual,Table3D,2010,ShortTerm,LossTransaction,RealEstate,AllReturns,Loss,2175493.27292
SOIIndividual,Table3D,2010,ShortTerm,GainTransaction,RealEstate,January,NumberOfTransactions,21.291190599
SOIIndividual,Table3D,2010,ShortTerm,GainTransaction,RealEstate,January,SalesPrice,1214926.6432
SOIIndividual,Table3D,2010,ShortTerm,GainTransaction,RealEstate,January,Basis,1053316.8918
SOIIndividual,Table3D,2010,ShortTerm,GainTransaction,RealEstate,January,Gain,161851.33196
SOIIndividual,Table3D,2010,ShortTerm,LossTransaction,RealEstate,January,NumberOfTransactions,2.441049462
SOIIndividual,Table3D,2010,ShortTerm,LossTransaction,RealEstate,January,SalesPrice,153539.54858
SOIIndividual,Table3D,2010,ShortTerm,LossTransaction,RealEstate,January,Basis,179557.57525
SOIIndividual,Table3D,2010,ShortTerm,LossTransaction,RealEstate,January,Loss,26018.02668
SOIIndividual,Table3D,2010,ShortTerm,GainTransaction,RealEstate,February,NumberOfTransactions,9.8998328281
SOIIndividual,Table3D,2010,ShortTerm,GainTransaction,RealEstate,February,SalesPrice,668240.50281
SOIIndividual,Table3D,2010,ShortTerm,GainTransaction,RealEstate,February,Basis,607501.15501
SOIIndividual,Table3D,2010,ShortTerm,GainTransaction,RealEstate,February,Gain,70940.420104
SOIIndividual,Table3D,2010,ShortTerm,LossTransaction,RealEstate,February,NumberOfTransactions,1.2775378521
SOIIndividual,Table3D,2010,ShortTerm,LossTransaction,RealEstate,February,SalesPrice,880858.31175
SOIIndividual,Table3D,2010,ShortTerm,LossTransaction,RealEstate,February,Basis,1205089.642
SOIIndividual,Table3D,2010,ShortTerm,LossTransaction,RealEstate,February,Loss,324231.3303
SOIIndividual,Table3D,2010,ShortTerm,GainTransaction,RealEstate,March,NumberOfTransactions,9.8297461473
SOIIndividual,Table3D,2010,ShortTerm,GainTransaction,RealEstate,March,SalesPrice,1074636.5307
SOIIndividual,Table3D,2010,ShortTerm,GainTransaction,RealEstate,March,Basis,897867.96209
SOIIndividual,Table3D,2010,ShortTerm,GainTransaction,RealEstate,March,Gain,166850.7346
SOIIndividual,Table3D,2010,ShortTerm,LossTransaction,RealEstate,March,NumberOfTransactions,3.942268181
SOIIndividual,Table3D,2010,ShortTerm,LossTransaction,RealEstate,March,SalesPrice,850342.48511
SOIIndividual,Table3D,2010,ShortTerm,LossTransaction,RealEstate,March,Basis,989820.40346
SOIIndividual,Table3D,2010,ShortTerm,LossTransaction,RealEstate,March,Loss,139477.9184
SOIIndividual,Table3D,2010,ShortTerm,GainTransaction,RealEstate,April,NumberOfTransactions,12.136393499
SOIIndividual,Table3D,2010,ShortTerm,GainTransaction,RealEstate,April,SalesPrice,598506.76566
SOIIndividual,Table3D,2010,ShortTerm,GainTransaction,RealEstate,April,Basis,527337.94271
SOIIndividual,Table3D,2010,ShortTerm,GainTransaction,RealEstate,April,Gain,70930.964195
SOIIndividual,Table3D,2010,ShortTerm,LossTransaction,RealEstate,April,NumberOfTransactions,3.9444666254
SOIIndividual,Table3D,2010,ShortTerm,LossTransaction,RealEstate,April,SalesPrice,2807495.6749
SOIIndividual,Table3D,2010,ShortTerm,LossTransaction,RealEstate,April,Basis,3188177.2278
SOIIndividual,Table3D,2010,ShortTerm,LossTransaction,RealEstate,April,Loss,380681.5529
SOIIndividual,Table3D,2010,ShortTerm,GainTransaction,RealEstate,May,NumberOfTransactions,11.985165567
SOIIndividual,Table3D,2010,ShortTerm,GainTransaction,RealEstate,May,SalesPrice,1020237.067
SOIIndividual,Table3D,2010,ShortTerm,GainTransaction,RealEstate,May,Basis,906555.62144
SOIIndividual,Table3D,2010,ShortTerm,GainTransaction,RealEstate,May,Gain,113784.46588
SOIIndividual,Table3D,2010,ShortTerm,LossTransaction,RealEstate,May,NumberOfTransactions,3.5380490279
SOIIndividual,Table3D,2010,ShortTerm,LossTransaction,RealEstate,May,SalesPrice,507265.47928
SOIIndividual,Table3D,2010,ShortTerm,LossTransaction,RealEstate,May,Basis,555898.6258
SOIIndividual,Table3D,2010,ShortTerm,LossTransaction,RealEstate,May,Loss,48633.14652
SOIIndividual,Table3D,2010,ShortTerm,GainTransaction,RealEstate,June,NumberOfTransactions,15.687152372
SOIIndividual,Table3D,2010,ShortTerm,GainTransaction,RealEstate,June,SalesPrice,1921693.2238
SOIIndividual,Table3D,2010,ShortTerm,GainTransaction,RealEstate,June,Basis,1696314.0854
SOIIndividual,Table3D,2010,ShortTerm,GainTransaction,RealEstate,June,Gain,225379.1384
SOIIndividual,Table3D,2010,ShortTerm,LossTransaction,RealEstate,June,NumberOfTransactions,6.2164734155
SOIIndividual,Table3D,2010,ShortTerm,LossTransaction,RealEstate,June,SalesPrice,781001.15435
