Data,TableID,Year,TransactionType,AssetType,Series,Value
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,PartnershipSCorporationAndEstateOrTrustInterests,SalesPrice,2195895.4987
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,PartnershipSCorporationAndEstateOrTrustInterests,Basis,2232553.6618
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,Livestock,Number,137.76557
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,Livestock,SalesPrice,699920.27083
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,Livestock,Basis,541373.83284
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,Livestock,NetGainloss,180595.77502
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,Livestock,Number,74.0287
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,Livestock,SalesPrice,510529.46627
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,Livestock,Basis,204300.77153
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,Livestock,Gain,313113.51114
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,Livestock,Number,54.00857
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,Livestock,SalesPrice,129147.22377
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,Livestock,Basis,261682.93541
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,Livestock,Loss,132517.7361
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,Livestock,Number,9.7283
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,Livestock,SalesPrice,60243.58079
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,Livestock,Basis,75390.1259
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,Timber,Number,11.58689
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,Timber,SalesPrice,388297.98796999996
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,Timber,Basis,381523.37951999996
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,Timber,NetGainloss,6774.60845
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,Timber,Number,6.42552
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,Timber,SalesPrice,348606.75012
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,Timber,Basis,326606.50083
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,Timber,Gain,22000.24929
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,Timber,Number,3.56638
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,Timber,SalesPrice,21456.33077
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,Timber,Basis,36681.97161
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,Timber,Loss,15225.64084
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,Timber,Number,1.59499
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,Timber,SalesPrice,18234.90708
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,Timber,Basis,18234.90708
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,InvoluntaryConversions,Number,23.46503
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,InvoluntaryConversions,SalesPrice,36426.39966
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,InvoluntaryConversions,Basis,-166323.29587000003
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,InvoluntaryConversions,NetGainloss,-230365.1595
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,InvoluntaryConversions,Number,2.62813
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,InvoluntaryConversions,SalesPrice,35891.2025
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,InvoluntaryConversions,Basis,6667.70523
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,InvoluntaryConversions,Gain,29223.49727
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,InvoluntaryConversions,Number,20.82333
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,InvoluntaryConversions,SalesPrice,77.11716
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,InvoluntaryConversions,Basis,-173449.0811
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,InvoluntaryConversions,Loss,259588.6568
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,InvoluntaryConversions,Number,1.0
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,InvoluntaryConversions,SalesPrice,458.0
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,InvoluntaryConversions,Basis,458.0
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,ResidentialRentalProperty,Number,199.80286
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,ResidentialRentalProperty,SalesPrice,27451993.037499998
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,ResidentialRentalProperty,Basis,26128032.1262
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,ResidentialRentalProperty,NetGainloss,1063503.7581
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,ResidentialRentalProperty,Number,127.10928
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,ResidentialRentalProperty,SalesPrice,16932795.264
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,ResidentialRentalProperty,Basis,14827116.834
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,ResidentialRentalProperty,Gain,2132142.9275
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,ResidentialRentalProperty,Number,50.74921
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,ResidentialRentalProperty,SalesPrice,7736785.9221
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,ResidentialRentalProperty,Basis,8809084.4337
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,ResidentialRentalProperty,Loss,1068639.169
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,ResidentialRentalProperty,Number,21.94437
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,ResidentialRentalProperty,SalesPrice,2782411.8514
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,ResidentialRentalProperty,Basis,2491830.8585
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,DepreciableBusinessPersonalProperty,Number,188.70127
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,DepreciableBusinessPersonalProperty,SalesPrice,2667415.4546
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,DepreciableBusinessPersonalProperty,Basis,2603622.07292
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,DepreciableBusinessPersonalProperty,NetGainloss,90367.62676
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,DepreciableBusinessPersonalProperty,Number,68.46941
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,DepreciableBusinessPersonalProperty,SalesPrice,1348711.1882
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,DepreciableBusinessPersonalProperty,Basis,879457.20995
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,DepreciableBusinessPersonalProperty,Gain,465962.51881
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,DepreciableBusinessPersonalProperty,Number,66.33498
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,DepreciableBusinessPersonalProperty,SalesPrice,669752.37339
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,DepreciableBusinessPersonalProperty,Basis,1045572.8575
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,DepreciableBusinessPersonalProperty,Loss,375594.892
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,DepreciableBusinessPersonalProperty,Number,53.89688
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,DepreciableBusinessPersonalProperty,SalesPrice,648951.89301
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,DepreciableBusinessPersonalProperty,Basis,678592.00547
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,DepreciableBusinessRealProperty,Number,56.54461
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,DepreciableBusinessRealProperty,SalesPrice,7352456.58505
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,DepreciableBusinessRealProperty,Basis,6752995.84063
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,DepreciableBusinessRealProperty,NetGainloss,568966.39933
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,DepreciableBusinessRealProperty,Number,36.57622
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,DepreciableBusinessRealProperty,SalesPrice,4675133.5843
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,DepreciableBusinessRealProperty,Basis,3890393.6653
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,DepreciableBusinessRealProperty,Gain,766520.02645
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,DepreciableBusinessRealProperty,Number,13.77821
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,DepreciableBusinessRealProperty,SalesPrice,1975183.6198
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,DepreciableBusinessRealProperty,Basis,2191158.6865
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,DepreciableBusinessRealProperty,Loss,197553.6271
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,DepreciableBusinessRealProperty,Number,6.19018
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,DepreciableBusinessRealProperty,SalesPrice,702139.38095
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,DepreciableBusinessRealProperty,Basis,671443.48883
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,Farmland,Number,4.72045
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,Farmland,SalesPrice,288312.63385
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,Farmland,Basis,266614.51017
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,Farmland,NetGainloss,23229.64246
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,Farmland,Number,3.70095
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,Farmland,SalesPrice,170857.56785
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,Farmland,Basis,130997.76433
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,Farmland,Gain,41391.3223
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,Farmland,Number,1.0
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,Farmland,SalesPrice,5692.97944
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,Farmland,Basis,23854.65928
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,Farmland,Loss,18161.67984
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,Farmland,Number,0.94006
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,Farmland,SalesPrice,111762.08656
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,Farmland,Basis,111762.08656
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,OtherLand,Number,54.27708
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,OtherLand,SalesPrice,4507777.23046
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,OtherLand,Basis,3981902.29834
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,OtherLand,NetGainloss,657486.37193
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,OtherLand,Number,31.65842
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,OtherLand,SalesPrice,3137487.8282
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,OtherLand,Basis,2331604.7159
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,OtherLand,Gain,812598.12172
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,OtherLand,Number,9.87583
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,OtherLand,SalesPrice,625538.93762
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,OtherLand,Basis,871298.82857
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,OtherLand,Loss,155111.7498
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,OtherLand,Number,12.74283
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,OtherLand,SalesPrice,744750.46464
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,OtherLand,Basis,778998.75387
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,Residences,Number,18.99974
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,Residences,SalesPrice,5052151.739700001
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,Residences,Basis,5054736.12569
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,Residences,NetGainloss,283282.17498
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,Residences,Number,7.73573
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,Residences,SalesPrice,2153833.6139
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,Residences,Basis,1790094.8646
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,Residences,Gain,357956.23347
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,Residences,Number,1.3784
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,Residences,SalesPrice,492274.53
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,Residences,Basis,562848.87419
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,Residences,Loss,74674.05849
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,Residences,Number,9.88561
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,Residences,SalesPrice,2406043.5958
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,Residences,Basis,2701792.3869
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,OtherAssets,Number,8841.98847
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,OtherAssets,SalesPrice,599692160.99214
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,OtherAssets,Basis,595346962.41898
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,OtherAssets,NetGainloss,-3423308.062
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,OtherAssets,Number,2174.70856
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,OtherAssets,SalesPrice,240130567.25
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,OtherAssets,Basis,226427160.04
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,OtherAssets,Gain,6976107.9031
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,OtherAssets,Number,6114.27991
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,OtherAssets,SalesPrice,314914878.04
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,OtherAssets,Basis,324166474.43
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,OtherAssets,Loss,10399415.97
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,OtherAssets,Number,553.0
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,OtherAssets,SalesPrice,44646715.702140085
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,OtherAssets,Basis,44753327.94897997
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,Unidentifiable,Number,316.72629
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,Unidentifiable,SalesPrice,96575420.316
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,Unidentifiable,Basis,95884406.32149999
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,Unidentifiable,NetGainloss,79050.99399
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,Unidentifiable,Number,165.431
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,Unidentifiable,SalesPrice,29198866.869
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,Unidentifiable,Basis,27749033.443
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,Unidentifiable,Gain,1167212.3164
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,Unidentifiable,Number,112.74828
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,Unidentifiable,SalesPrice,65669590.491
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,Unidentifiable,Basis,66607654.973
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,Unidentifiable,Loss,1088161.322
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,Unidentifiable,Number,38.54701
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,Unidentifiable,SalesPrice,1706962.956
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,Unidentifiable,Basis,1527717.9055
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,PassthroughGainsOrLosses,Number,1236.14488
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,PassthroughGainsOrLosses,SalesPrice,nan
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,PassthroughGainsOrLosses,Basis,nan
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,AllTransactions,PassthroughGainsOrLosses,NetGainloss,28064258.481
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,PassthroughGainsOrLosses,Number,790.58007
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,PassthroughGainsOrLosses,SalesPrice,nan
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,PassthroughGainsOrLosses,Basis,nan
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,GainTransactions,PassthroughGainsOrLosses,Gain,35748406.952
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,PassthroughGainsOrLosses,Number,439.30701
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,PassthroughGainsOrLosses,SalesPrice,nan
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,PassthroughGainsOrLosses,Basis,nan
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,LossTransactions,PassthroughGainsOrLosses,Loss,7684148.471
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,PassthroughGainsOrLosses,Number,6.2578
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,PassthroughGainsOrLosses,SalesPrice,nan
SOIIndividual,Table1BShorttermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,PassthroughGainsOrLosses,Basis,nan
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,AllTransactions,Total,Number,136198.07465
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,AllTransactions,Total,SalesPrice,1952115876.5
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,AllTransactions,Total,Basis,1445547491.8
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,AllTransactions,Total,NetGainloss,872954606.83
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,GainTransactions,Total,Number,95510.22615
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,GainTransactions,Total,SalesPrice,1319393810.3
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,GainTransactions,Total,Basis,765709834.53
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,GainTransactions,Total,Gain,970360118.31
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,LossTransactions,Total,Number,31254.13953
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,LossTransactions,Total,SalesPrice,339532937.38
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,LossTransactions,Total,Basis,424008210.61
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,LossTransactions,Total,Loss,97405511.48
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,Total,Number,9433.70897
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,Total,SalesPrice,293189128.82
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,Total,Basis,255829446.62
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,AllTransactions,CorporateStock,Number,72588.92594
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,AllTransactions,CorporateStock,SalesPrice,705398916.81
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,AllTransactions,CorporateStock,Basis,481202000.81
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,AllTransactions,CorporateStock,NetGainloss,223289656.65
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,GainTransactions,CorporateStock,Number,51149.30316
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,GainTransactions,CorporateStock,SalesPrice,558435581.15
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,GainTransactions,CorporateStock,Basis,286891508.72
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,GainTransactions,CorporateStock,Gain,271314847.6
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,LossTransactions,CorporateStock,Number,19186.09761
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,LossTransactions,CorporateStock,SalesPrice,119142605.1
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,LossTransactions,CorporateStock,Basis,166869463.45
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,LossTransactions,CorporateStock,Loss,48025190.95
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,CorporateStock,Number,2253.52517
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,CorporateStock,SalesPrice,27820730.562
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,CorporateStock,Basis,27441028.646
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,AllTransactions,USGovernmentObligations,Number,1206.2773
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,AllTransactions,USGovernmentObligations,SalesPrice,38027018.328
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,AllTransactions,USGovernmentObligations,Basis,37989523.586
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,AllTransactions,USGovernmentObligations,NetGainloss,48897.44778
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,GainTransactions,USGovernmentObligations,Number,266.56386
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,GainTransactions,USGovernmentObligations,SalesPrice,11943324.446
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,GainTransactions,USGovernmentObligations,Basis,11642641.071
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,GainTransactions,USGovernmentObligations,Gain,301381.92339
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,LossTransactions,USGovernmentObligations,Number,351.84731
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,LossTransactions,USGovernmentObligations,SalesPrice,9209704.4284
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,LossTransactions,USGovernmentObligations,Basis,9457505.5742
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,LossTransactions,USGovernmentObligations,Loss,252484.4756
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,USGovernmentObligations,Number,587.86613
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,USGovernmentObligations,SalesPrice,16873989.454
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,TransactionsWithNoGainOrLoss,USGovernmentObligations,Basis,16889376.94
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,AllTransactions,StateAndLocalGovernmentObligations,Number,2385.42134
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,AllTransactions,StateAndLocalGovernmentObligations,SalesPrice,124084614.69
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,AllTransactions,StateAndLocalGovernmentObligations,Basis,123177910.13
SOIIndividual,Table1CLongtermCapitalGainsAndLosses,2007,AllTransactions,StateAndLocalGovernmentObligations,NetGainloss,900334.79492
