Data,TableID,Year,HoldingPeriod,TransactionType,AssetType,AGI,Series,Value
SOIIndividual,Table2A,2008,LongTerm,GainTransaction,AllAsset,"100,000 under 200,000",NumberOfReturns,4129938.1285
SOIIndividual,Table2A,2008,LongTerm,GainTransaction,AllAsset,"100,000 under 200,000",NumberOfTransactions,16408033.179
SOIIndividual,Table2A,2008,LongTerm,GainTransaction,AllAsset,"100,000 under 200,000",Gain,52109157.244
SOIIndividual,Table2A,2008,LongTerm,LossTransaction,AllAsset,"100,000 under 200,000",NumberOfReturns,2360451.0865
SOIIndividual,Table2A,2008,LongTerm,LossTransaction,AllAsset,"100,000 under 200,000",NumberOfTransactions,16182828.133
SOIIndividual,Table2A,2008,LongTerm,LossTransaction,AllAsset,"100,000 under 200,000",Loss,41456911.73
SOIIndividual,Table2A,2008,LongTerm,AllTransactions,AllAsset,"200,000 under 500,000",NumberOfReturns,2064900.4042
SOIIndividual,Table2A,2008,LongTerm,GainTransaction,AllAsset,"200,000 under 500,000",NumberOfReturns,1875142.2123
SOIIndividual,Table2A,2008,LongTerm,GainTransaction,AllAsset,"200,000 under 500,000",NumberOfTransactions,12278835.039
SOIIndividual,Table2A,2008,LongTerm,GainTransaction,AllAsset,"200,000 under 500,000",Gain,80797192.562
SOIIndividual,Table2A,2008,LongTerm,LossTransaction,AllAsset,"200,000 under 500,000",NumberOfReturns,1251465.3695
SOIIndividual,Table2A,2008,LongTerm,LossTransaction,AllAsset,"200,000 under 500,000",NumberOfTransactions,13032658.966
SOIIndividual,Table2A,2008,LongTerm,LossTransaction,AllAsset,"200,000 under 500,000",Loss,46118847.28
SOIIndividual,Table2A,2008,LongTerm,AllTransactions,AllAsset,"500,000 under 1,000,000",NumberOfReturns,472623.76168
SOIIndividual,Table2A,2008,LongTerm,GainTransaction,AllAsset,"500,000 under 1,000,000",NumberOfReturns,444107.32619
SOIIndividual,Table2A,2008,LongTerm,GainTransaction,AllAsset,"500,000 under 1,000,000",NumberOfTransactions,4711916.1406
SOIIndividual,Table2A,2008,LongTerm,GainTransaction,AllAsset,"500,000 under 1,000,000",Gain,63683013.545
SOIIndividual,Table2A,2008,LongTerm,LossTransaction,AllAsset,"500,000 under 1,000,000",NumberOfReturns,318387.16768
SOIIndividual,Table2A,2008,LongTerm,LossTransaction,AllAsset,"500,000 under 1,000,000",NumberOfTransactions,5299686.6382
SOIIndividual,Table2A,2008,LongTerm,LossTransaction,AllAsset,"500,000 under 1,000,000",Loss,26183623.07
SOIIndividual,Table2A,2008,LongTerm,AllTransactions,AllAsset,"1,000,000 or more",NumberOfReturns,287395.20077
SOIIndividual,Table2A,2008,LongTerm,GainTransaction,AllAsset,"1,000,000 or more",NumberOfReturns,276451.64298
SOIIndividual,Table2A,2008,LongTerm,GainTransaction,AllAsset,"1,000,000 or more",NumberOfTransactions,5046638.5844
SOIIndividual,Table2A,2008,LongTerm,GainTransaction,AllAsset,"1,000,000 or more",Gain,355915251.85
SOIIndividual,Table2A,2008,LongTerm,LossTransaction,AllAsset,"1,000,000 or more",NumberOfReturns,217526.85491
SOIIndividual,Table2A,2008,LongTerm,LossTransaction,AllAsset,"1,000,000 or more",NumberOfTransactions,5392511.954
SOIIndividual,Table2A,2008,LongTerm,LossTransaction,AllAsset,"1,000,000 or more",Loss,62472987.57
SOIIndividual,Table2B,2008,ShortTerm,AllTransactions,CorporateStock,AllReturns,NumberOfReturns,6063114.8267
SOIIndividual,Table2B,2008,ShortTerm,GainTransaction,CorporateStock,AllReturns,NumberOfReturns,3912604.8273
SOIIndividual,Table2B,2008,ShortTerm,GainTransaction,CorporateStock,AllReturns,NumberOfTransactions,46944623.023
SOIIndividual,Table2B,2008,ShortTerm,GainTransaction,CorporateStock,AllReturns,Gain,45689899.081
SOIIndividual,Table2B,2008,ShortTerm,LossTransaction,CorporateStock,AllReturns,NumberOfReturns,4421940.7799
SOIIndividual,Table2B,2008,ShortTerm,LossTransaction,CorporateStock,AllReturns,NumberOfTransactions,82453031.573
SOIIndividual,Table2B,2008,ShortTerm,LossTransaction,CorporateStock,AllReturns,Loss,125956376.5
SOIIndividual,Table2B,2008,ShortTerm,AllTransactions,CorporateStock,AdjustedGrossDeficit,NumberOfReturns,178085.29031
SOIIndividual,Table2B,2008,ShortTerm,GainTransaction,CorporateStock,AdjustedGrossDeficit,NumberOfReturns,113717.36606
SOIIndividual,Table2B,2008,ShortTerm,GainTransaction,CorporateStock,AdjustedGrossDeficit,NumberOfTransactions,2315125.883
SOIIndividual,Table2B,2008,ShortTerm,GainTransaction,CorporateStock,AdjustedGrossDeficit,Gain,2290344.5895
SOIIndividual,Table2B,2008,ShortTerm,LossTransaction,CorporateStock,AdjustedGrossDeficit,NumberOfReturns,150216.4958
SOIIndividual,Table2B,2008,ShortTerm,LossTransaction,CorporateStock,AdjustedGrossDeficit,NumberOfTransactions,5119297.3912
SOIIndividual,Table2B,2008,ShortTerm,LossTransaction,CorporateStock,AdjustedGrossDeficit,Loss,6966719.956
SOIIndividual,Table2B,2008,ShortTerm,AllTransactions,CorporateStock,"Under 20,000",NumberOfReturns,650743.29996
SOIIndividual,Table2B,2008,ShortTerm,GainTransaction,CorporateStock,"Under 20,000",NumberOfReturns,406158.58809
SOIIndividual,Table2B,2008,ShortTerm,GainTransaction,CorporateStock,"Under 20,000",NumberOfTransactions,2403854.3985
SOIIndividual,Table2B,2008,ShortTerm,GainTransaction,CorporateStock,"Under 20,000",Gain,1602955.9913
SOIIndividual,Table2B,2008,ShortTerm,LossTransaction,CorporateStock,"Under 20,000",NumberOfReturns,432539.49287
SOIIndividual,Table2B,2008,ShortTerm,LossTransaction,CorporateStock,"Under 20,000",NumberOfTransactions,3207811.8773
SOIIndividual,Table2B,2008,ShortTerm,LossTransaction,CorporateStock,"Under 20,000",Loss,4053773.215
SOIIndividual,Table2B,2008,ShortTerm,AllTransactions,CorporateStock,"20,000 under 50,000",NumberOfReturns,956285.35269
SOIIndividual,Table2B,2008,ShortTerm,GainTransaction,CorporateStock,"20,000 under 50,000",NumberOfReturns,588377.63438
SOIIndividual,Table2B,2008,ShortTerm,GainTransaction,CorporateStock,"20,000 under 50,000",NumberOfTransactions,5443725.4073
SOIIndividual,Table2B,2008,ShortTerm,GainTransaction,CorporateStock,"20,000 under 50,000",Gain,2917809.8078
SOIIndividual,Table2B,2008,ShortTerm,LossTransaction,CorporateStock,"20,000 under 50,000",NumberOfReturns,668597.75504
SOIIndividual,Table2B,2008,ShortTerm,LossTransaction,CorporateStock,"20,000 under 50,000",NumberOfTransactions,9662680.6964
SOIIndividual,Table2B,2008,ShortTerm,LossTransaction,CorporateStock,"20,000 under 50,000",Loss,9856195.156
SOIIndividual,Table2B,2008,ShortTerm,AllTransactions,CorporateStock,"50,000 under 100,000",NumberOfReturns,1587133.2355
SOIIndividual,Table2B,2008,ShortTerm,GainTransaction,CorporateStock,"50,000 under 100,000",NumberOfReturns,1016777.1695
SOIIndividual,Table2B,2008,ShortTerm,GainTransaction,CorporateStock,"50,000 under 100,000",NumberOfTransactions,9758785.6155
SOIIndividual,Table2B,2008,ShortTerm,GainTransaction,CorporateStock,"50,000 under 100,000",Gain,8437952.4893
SOIIndividual,Table2B,2008,ShortTerm,LossTransaction,CorporateStock,"50,000 under 100,000",NumberOfReturns,1135393.1836
SOIIndividual,Table2B,2008,ShortTerm,LossTransaction,CorporateStock,"50,000 under 100,000",NumberOfTransactions,16573307.633
SOIIndividual,Table2B,2008,ShortTerm,LossTransaction,CorporateStock,"50,000 under 100,000",Loss,19860315.28
SOIIndividual,Table2B,2008,ShortTerm,AllTransactions,CorporateStock,"100,000 under 200,000",NumberOfReturns,1479211.4194
SOIIndividual,Table2B,2008,ShortTerm,GainTransaction,CorporateStock,"100,000 under 200,000",NumberOfReturns,971809.64869
SOIIndividual,Table2B,2008,ShortTerm,GainTransaction,CorporateStock,"100,000 under 200,000",NumberOfTransactions,11400305.023
SOIIndividual,Table2B,2008,ShortTerm,GainTransaction,CorporateStock,"100,000 under 200,000",Gain,7824983.8515
SOIIndividual,Table2B,2008,ShortTerm,LossTransaction,CorporateStock,"100,000 under 200,000",NumberOfReturns,1089554.9789
SOIIndividual,Table2B,2008,ShortTerm,LossTransaction,CorporateStock,"100,000 under 200,000",NumberOfTransactions,17306488.652
SOIIndividual,Table2B,2008,ShortTerm,LossTransaction,CorporateStock,"100,000 under 200,000",Loss,21988718.12
SOIIndividual,Table2B,2008,ShortTerm,AllTransactions,CorporateStock,"200,000 under 500,000",NumberOfReturns,862361.13208
SOIIndividual,Table2B,2008,ShortTerm,GainTransaction,CorporateStock,"200,000 under 500,000",NumberOfReturns,582020.56835
SOIIndividual,Table2B,2008,ShortTerm,GainTransaction,CorporateStock,"200,000 under 500,000",NumberOfTransactions,10127624.227
SOIIndividual,Table2B,2008,ShortTerm,GainTransaction,CorporateStock,"200,000 under 500,000",Gain,7962996.8905
SOIIndividual,Table2B,2008,ShortTerm,LossTransaction,CorporateStock,"200,000 under 500,000",NumberOfReturns,652707.14954
SOIIndividual,Table2B,2008,ShortTerm,LossTransaction,CorporateStock,"200,000 under 500,000",NumberOfTransactions,14323653.109
SOIIndividual,Table2B,2008,ShortTerm,LossTransaction,CorporateStock,"200,000 under 500,000",Loss,21872383.55
SOIIndividual,Table2B,2008,ShortTerm,AllTransactions,CorporateStock,"500,000 under 1,000,000",NumberOfReturns,206588.05849
SOIIndividual,Table2B,2008,ShortTerm,GainTransaction,CorporateStock,"500,000 under 1,000,000",NumberOfReturns,138030.47241
SOIIndividual,Table2B,2008,ShortTerm,GainTransaction,CorporateStock,"500,000 under 1,000,000",NumberOfTransactions,2654146.4858
SOIIndividual,Table2B,2008,ShortTerm,GainTransaction,CorporateStock,"500,000 under 1,000,000",Gain,4473362.8199
SOIIndividual,Table2B,2008,ShortTerm,LossTransaction,CorporateStock,"500,000 under 1,000,000",NumberOfReturns,171484.33169
SOIIndividual,Table2B,2008,ShortTerm,LossTransaction,CorporateStock,"500,000 under 1,000,000",NumberOfTransactions,6837251.0904
SOIIndividual,Table2B,2008,ShortTerm,LossTransaction,CorporateStock,"500,000 under 1,000,000",Loss,13445906.7
SOIIndividual,Table2B,2008,ShortTerm,AllTransactions,CorporateStock,"1,000,000 or more",NumberOfReturns,142707.03826
SOIIndividual,Table2B,2008,ShortTerm,GainTransaction,CorporateStock,"1,000,000 or more",NumberOfReturns,95713.37982
SOIIndividual,Table2B,2008,ShortTerm,GainTransaction,CorporateStock,"1,000,000 or more",NumberOfTransactions,2841055.9825
SOIIndividual,Table2B,2008,ShortTerm,GainTransaction,CorporateStock,"1,000,000 or more",Gain,10179492.641
SOIIndividual,Table2B,2008,ShortTerm,LossTransaction,CorporateStock,"1,000,000 or more",NumberOfReturns,121447.39256
SOIIndividual,Table2B,2008,ShortTerm,LossTransaction,CorporateStock,"1,000,000 or more",NumberOfTransactions,9422541.1225
SOIIndividual,Table2B,2008,ShortTerm,LossTransaction,CorporateStock,"1,000,000 or more",Loss,27912364.49
SOIIndividual,Table2B,2008,LongTerm,AllTransactions,CorporateStock,AllReturns,NumberOfReturns,8052737.9463
SOIIndividual,Table2B,2008,LongTerm,GainTransaction,CorporateStock,AllReturns,NumberOfReturns,5392943.1154
SOIIndividual,Table2B,2008,LongTerm,GainTransaction,CorporateStock,AllReturns,NumberOfTransactions,35371750.499
SOIIndividual,Table2B,2008,LongTerm,GainTransaction,CorporateStock,AllReturns,Gain,203419173.85
SOIIndividual,Table2B,2008,LongTerm,LossTransaction,CorporateStock,AllReturns,NumberOfReturns,5104788.9022
SOIIndividual,Table2B,2008,LongTerm,LossTransaction,CorporateStock,AllReturns,NumberOfTransactions,36855921.815
SOIIndividual,Table2B,2008,LongTerm,LossTransaction,CorporateStock,AllReturns,Loss,103508796.1
SOIIndividual,Table2B,2008,LongTerm,AllTransactions,CorporateStock,AdjustedGrossDeficit,NumberOfReturns,230495.21528
SOIIndividual,Table2B,2008,LongTerm,GainTransaction,CorporateStock,AdjustedGrossDeficit,NumberOfReturns,110883.75223
SOIIndividual,Table2B,2008,LongTerm,GainTransaction,CorporateStock,AdjustedGrossDeficit,NumberOfTransactions,1161254.1961
SOIIndividual,Table2B,2008,LongTerm,GainTransaction,CorporateStock,AdjustedGrossDeficit,Gain,4666374.468
SOIIndividual,Table2B,2008,LongTerm,LossTransaction,CorporateStock,AdjustedGrossDeficit,NumberOfReturns,188208.50126
SOIIndividual,Table2B,2008,LongTerm,LossTransaction,CorporateStock,AdjustedGrossDeficit,NumberOfTransactions,1566736.1448
SOIIndividual,Table2B,2008,LongTerm,LossTransaction,CorporateStock,AdjustedGrossDeficit,Loss,5333780.637
SOIIndividual,Table2B,2008,LongTerm,AllTransactions,CorporateStock,"Under 20,000",NumberOfReturns,976015.62497
SOIIndividual,Table2B,2008,LongTerm,GainTransaction,CorporateStock,"Under 20,000",NumberOfReturns,630207.7446
SOIIndividual,Table2B,2008,LongTerm,GainTransaction,CorporateStock,"Under 20,000",NumberOfTransactions,2289612.8553
SOIIndividual,Table2B,2008,LongTerm,GainTransaction,CorporateStock,"Under 20,000",Gain,2936057.7594
SOIIndividual,Table2B,2008,LongTerm,LossTransaction,CorporateStock,"Under 20,000",NumberOfReturns,573468.59204
SOIIndividual,Table2B,2008,LongTerm,LossTransaction,CorporateStock,"Under 20,000",NumberOfTransactions,2006668.134
SOIIndividual,Table2B,2008,LongTerm,LossTransaction,CorporateStock,"Under 20,000",Loss,4864574.48
SOIIndividual,Table2B,2008,LongTerm,AllTransactions,CorporateStock,"20,000 under 50,000",NumberOfReturns,1376201.3546
SOIIndividual,Table2B,2008,LongTerm,GainTransaction,CorporateStock,"20,000 under 50,000",NumberOfReturns,907346.13906
SOIIndividual,Table2B,2008,LongTerm,GainTransaction,CorporateStock,"20,000 under 50,000",NumberOfTransactions,3530552.5466
SOIIndividual,Table2B,2008,LongTerm,GainTransaction,CorporateStock,"20,000 under 50,000",Gain,5484080.4902
SOIIndividual,Table2B,2008,LongTerm,LossTransaction,CorporateStock,"20,000 under 50,000",NumberOfReturns,807976.84129
SOIIndividual,Table2B,2008,LongTerm,LossTransaction,CorporateStock,"20,000 under 50,000",NumberOfTransactions,3671598.8711
SOIIndividual,Table2B,2008,LongTerm,LossTransaction,CorporateStock,"20,000 under 50,000",Loss,6692496.484
SOIIndividual,Table2B,2008,LongTerm,AllTransactions,CorporateStock,"50,000 under 100,000",NumberOfReturns,2181944.6387
SOIIndividual,Table2B,2008,LongTerm,GainTransaction,CorporateStock,"50,000 under 100,000",NumberOfReturns,1425755.4105
SOIIndividual,Table2B,2008,LongTerm,GainTransaction,CorporateStock,"50,000 under 100,000",NumberOfTransactions,7211448.1188
SOIIndividual,Table2B,2008,LongTerm,GainTransaction,CorporateStock,"50,000 under 100,000",Gain,12855502.203
SOIIndividual,Table2B,2008,LongTerm,LossTransaction,CorporateStock,"50,000 under 100,000",NumberOfReturns,1348226.3746
SOIIndividual,Table2B,2008,LongTerm,LossTransaction,CorporateStock,"50,000 under 100,000",NumberOfTransactions,7139841.0056
SOIIndividual,Table2B,2008,LongTerm,LossTransaction,CorporateStock,"50,000 under 100,000",Loss,13707307.15
SOIIndividual,Table2B,2008,LongTerm,AllTransactions,CorporateStock,"100,000 under 200,000",NumberOfReturns,1882366.6876
SOIIndividual,Table2B,2008,LongTerm,GainTransaction,CorporateStock,"100,000 under 200,000",NumberOfReturns,1282371.2754
SOIIndividual,Table2B,2008,LongTerm,GainTransaction,CorporateStock,"100,000 under 200,000",NumberOfTransactions,7779077.3936
SOIIndividual,Table2B,2008,LongTerm,GainTransaction,CorporateStock,"100,000 under 200,000",Gain,19579396.046
SOIIndividual,Table2B,2008,LongTerm,LossTransaction,CorporateStock,"100,000 under 200,000",NumberOfReturns,1217378.4744
SOIIndividual,Table2B,2008,LongTerm,LossTransaction,CorporateStock,"100,000 under 200,000",NumberOfTransactions,8032999.9578
SOIIndividual,Table2B,2008,LongTerm,LossTransaction,CorporateStock,"100,000 under 200,000",Loss,17527346.65
SOIIndividual,Table2B,2008,LongTerm,AllTransactions,CorporateStock,"200,000 under 500,000",NumberOfReturns,1000365.5707
SOIIndividual,Table2B,2008,LongTerm,GainTransaction,CorporateStock,"200,000 under 500,000",NumberOfReturns,713513.20863
SOIIndividual,Table2B,2008,LongTerm,GainTransaction,CorporateStock,"200,000 under 500,000",NumberOfTransactions,6884870.9134
SOIIndividual,Table2B,2008,LongTerm,GainTransaction,CorporateStock,"200,000 under 500,000",Gain,29277370.992
SOIIndividual,Table2B,2008,LongTerm,LossTransaction,CorporateStock,"200,000 under 500,000",NumberOfReturns,680296.08275
SOIIndividual,Table2B,2008,LongTerm,LossTransaction,CorporateStock,"200,000 under 500,000",NumberOfTransactions,7071455.4793
SOIIndividual,Table2B,2008,LongTerm,LossTransaction,CorporateStock,"200,000 under 500,000",Loss,18219285.57
SOIIndividual,Table2B,2008,LongTerm,AllTransactions,CorporateStock,"500,000 under 1,000,000",NumberOfReturns,244980.14724
SOIIndividual,Table2B,2008,LongTerm,GainTransaction,CorporateStock,"500,000 under 1,000,000",NumberOfReturns,190957.25022
SOIIndividual,Table2B,2008,LongTerm,GainTransaction,CorporateStock,"500,000 under 1,000,000",NumberOfTransactions,2993420.5196
SOIIndividual,Table2B,2008,LongTerm,GainTransaction,CorporateStock,"500,000 under 1,000,000",Gain,19698577.643
SOIIndividual,Table2B,2008,LongTerm,LossTransaction,CorporateStock,"500,000 under 1,000,000",NumberOfReturns,172177.17936
SOIIndividual,Table2B,2008,LongTerm,LossTransaction,CorporateStock,"500,000 under 1,000,000",NumberOfTransactions,3513229.8509
SOIIndividual,Table2B,2008,LongTerm,LossTransaction,CorporateStock,"500,000 under 1,000,000",Loss,11233111.07
SOIIndividual,Table2B,2008,LongTerm,AllTransactions,CorporateStock,"1,000,000 or more",NumberOfReturns,160368.70721
SOIIndividual,Table2B,2008,LongTerm,GainTransaction,CorporateStock,"1,000,000 or more",NumberOfReturns,131908.33474
SOIIndividual,Table2B,2008,LongTerm,GainTransaction,CorporateStock,"1,000,000 or more",NumberOfTransactions,3521513.9557
SOIIndividual,Table2B,2008,LongTerm,GainTransaction,CorporateStock,"1,000,000 or more",Gain,108921814.25
SOIIndividual,Table2B,2008,LongTerm,LossTransaction,CorporateStock,"1,000,000 or more",NumberOfReturns,117056.85646
SOIIndividual,Table2B,2008,LongTerm,LossTransaction,CorporateStock,"1,000,000 or more",NumberOfTransactions,3853392.3713
SOIIndividual,Table2B,2008,LongTerm,LossTransaction,CorporateStock,"1,000,000 or more",Loss,25930894.01
SOIIndividual,Table2C,2008,ShortTerm,AllTransactions,BondsAndOtherSecurities,AllReturns,NumberOfReturns,626672.02311
SOIIndividual,Table2C,2008,ShortTerm,GainTransaction,BondsAndOtherSecurities,AllReturns,NumberOfReturns,463267.69481
SOIIndividual,Table2C,2008,ShortTerm,GainTransaction,BondsAndOtherSecurities,AllReturns,NumberOfTransactions,2004855.4001
SOIIndividual,Table2C,2008,ShortTerm,GainTransaction,BondsAndOtherSecurities,AllReturns,Gain,1203576.5599
SOIIndividual,Table2C,2008,ShortTerm,LossTransaction,BondsAndOtherSecurities,AllReturns,NumberOfReturns,277369.50791
SOIIndividual,Table2C,2008,ShortTerm,LossTransaction,BondsAndOtherSecurities,AllReturns,NumberOfTransactions,831977.60585
SOIIndividual,Table2C,2008,ShortTerm,LossTransaction,BondsAndOtherSecurities,AllReturns,Loss,6304108.168
SOIIndividual,Table2C,2008,ShortTerm,AllTransactions,BondsAndOtherSecurities,AdjustedGrossDeficit,NumberOfReturns,20895.846004
SOIIndividual,Table2C,2008,ShortTerm,GainTransaction,BondsAndOtherSecurities,AdjustedGrossDeficit,NumberOfReturns,15527.940766
SOIIndividual,Table2C,2008,ShortTerm,GainTransaction,BondsAndOtherSecurities,AdjustedGrossDeficit,NumberOfTransactions,78707.353541
SOIIndividual,Table2C,2008,ShortTerm,GainTransaction,BondsAndOtherSecurities,AdjustedGrossDeficit,Gain,111507.9736
SOIIndividual,Table2C,2008,ShortTerm,LossTransaction,BondsAndOtherSecurities,AdjustedGrossDeficit,NumberOfReturns,10926.20582
SOIIndividual,Table2C,2008,ShortTerm,LossTransaction,BondsAndOtherSecurities,AdjustedGrossDeficit,NumberOfTransactions,43945.907173
SOIIndividual,Table2C,2008,ShortTerm,LossTransaction,BondsAndOtherSecurities,AdjustedGrossDeficit,Loss,315039.7046
SOIIndividual,Table2C,2008,ShortTerm,AllTransactions,BondsAndOtherSecurities,"Under 20,000",NumberOfReturns,49926.81956
SOIIndividual,Table2C,2008,ShortTerm,GainTransaction,BondsAndOtherSecurities,"Under 20,000",NumberOfReturns,36010.675777
SOIIndividual,Table2C,2008,ShortTerm,GainTransaction,BondsAndOtherSecurities,"Under 20,000",NumberOfTransactions,72619.489561
SOIIndividual,Table2C,2008,ShortTerm,GainTransaction,BondsAndOtherSecurities,"Under 20,000",Gain,25417.185652
SOIIndividual,Table2C,2008,ShortTerm,LossTransaction,BondsAndOtherSecurities,"Under 20,000",NumberOfReturns,19863.574253
SOIIndividual,Table2C,2008,ShortTerm,LossTransaction,BondsAndOtherSecurities,"Under 20,000",NumberOfTransactions,28835.039702
SOIIndividual,Table2C,2008,ShortTerm,LossTransaction,BondsAndOtherSecurities,"Under 20,000",Loss,42638.8525
SOIIndividual,Table2C,2008,ShortTerm,AllTransactions,BondsAndOtherSecurities,"20,000 under 50,000",NumberOfReturns,95669.527118
SOIIndividual,Table2C,2008,ShortTerm,GainTransaction,BondsAndOtherSecurities,"20,000 under 50,000",NumberOfReturns,69615.236242
SOIIndividual,Table2C,2008,ShortTerm,GainTransaction,BondsAndOtherSecurities,"20,000 under 50,000",NumberOfTransactions,347803.12798
SOIIndividual,Table2C,2008,ShortTerm,GainTransaction,BondsAndOtherSecurities,"20,000 under 50,000",Gain,60549.985854
SOIIndividual,Table2C,2008,ShortTerm,LossTransaction,BondsAndOtherSecurities,"20,000 under 50,000",NumberOfReturns,36488.554593
SOIIndividual,Table2C,2008,ShortTerm,LossTransaction,BondsAndOtherSecurities,"20,000 under 50,000",NumberOfTransactions,75290.888859
SOIIndividual,Table2C,2008,ShortTerm,LossTransaction,BondsAndOtherSecurities,"20,000 under 50,000",Loss,64524.88569
SOIIndividual,Table2C,2008,ShortTerm,AllTransactions,BondsAndOtherSecurities,"50,000 under 100,000",NumberOfReturns,152673.98562
SOIIndividual,Table2C,2008,ShortTerm,GainTransaction,BondsAndOtherSecurities,"50,000 under 100,000",NumberOfReturns,108772.7615
SOIIndividual,Table2C,2008,ShortTerm,GainTransaction,BondsAndOtherSecurities,"50,000 under 100,000",NumberOfTransactions,377359.50942
SOIIndividual,Table2C,2008,ShortTerm,GainTransaction,BondsAndOtherSecurities,"50,000 under 100,000",Gain,99921.749202
SOIIndividual,Table2C,2008,ShortTerm,LossTransaction,BondsAndOtherSecurities,"50,000 under 100,000",NumberOfReturns,66113.956054
SOIIndividual,Table2C,2008,ShortTerm,LossTransaction,BondsAndOtherSecurities,"50,000 under 100,000",NumberOfTransactions,135617.16021
SOIIndividual,Table2C,2008,ShortTerm,LossTransaction,BondsAndOtherSecurities,"50,000 under 100,000",Loss,198871.9594
SOIIndividual,Table2C,2008,ShortTerm,AllTransactions,BondsAndOtherSecurities,"100,000 under 200,000",NumberOfReturns,136582.4667
SOIIndividual,Table2C,2008,ShortTerm,GainTransaction,BondsAndOtherSecurities,"100,000 under 200,000",NumberOfReturns,101881.40577
SOIIndividual,Table2C,2008,ShortTerm,GainTransaction,BondsAndOtherSecurities,"100,000 under 200,000",NumberOfTransactions,398817.62139
SOIIndividual,Table2C,2008,ShortTerm,GainTransaction,BondsAndOtherSecurities,"100,000 under 200,000",Gain,112449.43224
SOIIndividual,Table2C,2008,ShortTerm,LossTransaction,BondsAndOtherSecurities,"100,000 under 200,000",NumberOfReturns,58616.948343
SOIIndividual,Table2C,2008,ShortTerm,LossTransaction,BondsAndOtherSecurities,"100,000 under 200,000",NumberOfTransactions,173156.37118
SOIIndividual,Table2C,2008,ShortTerm,LossTransaction,BondsAndOtherSecurities,"100,000 under 200,000",Loss,498412.6272
SOIIndividual,Table2C,2008,ShortTerm,AllTransactions,BondsAndOtherSecurities,"200,000 under 500,000",NumberOfReturns,93017.133859
SOIIndividual,Table2C,2008,ShortTerm,GainTransaction,BondsAndOtherSecurities,"200,000 under 500,000",NumberOfReturns,69993.111542
SOIIndividual,Table2C,2008,ShortTerm,GainTransaction,BondsAndOtherSecurities,"200,000 under 500,000",NumberOfTransactions,273214.58759
SOIIndividual,Table2C,2008,ShortTerm,GainTransaction,BondsAndOtherSecurities,"200,000 under 500,000",Gain,158623.76676
SOIIndividual,Table2C,2008,ShortTerm,LossTransaction,BondsAndOtherSecurities,"200,000 under 500,000",NumberOfReturns,43647.051124
SOIIndividual,Table2C,2008,ShortTerm,LossTransaction,BondsAndOtherSecurities,"200,000 under 500,000",NumberOfTransactions,146266.00213
SOIIndividual,Table2C,2008,ShortTerm,LossTransaction,BondsAndOtherSecurities,"200,000 under 500,000",Loss,357571.6575
SOIIndividual,Table2C,2008,ShortTerm,AllTransactions,BondsAndOtherSecurities,"500,000 under 1,000,000",NumberOfReturns,36228.795332
SOIIndividual,Table2C,2008,ShortTerm,GainTransaction,BondsAndOtherSecurities,"500,000 under 1,000,000",NumberOfReturns,30085.630738
SOIIndividual,Table2C,2008,ShortTerm,GainTransaction,BondsAndOtherSecurities,"500,000 under 1,000,000",NumberOfTransactions,197641.79025
SOIIndividual,Table2C,2008,ShortTerm,GainTransaction,BondsAndOtherSecurities,"500,000 under 1,000,000",Gain,81997.132791
SOIIndividual,Table2C,2008,ShortTerm,LossTransaction,BondsAndOtherSecurities,"500,000 under 1,000,000",NumberOfReturns,16824.743967
SOIIndividual,Table2C,2008,ShortTerm,LossTransaction,BondsAndOtherSecurities,"500,000 under 1,000,000",NumberOfTransactions,114554.53021
SOIIndividual,Table2C,2008,ShortTerm,LossTransaction,BondsAndOtherSecurities,"500,000 under 1,000,000",Loss,443952.09
SOIIndividual,Table2C,2008,ShortTerm,AllTransactions,BondsAndOtherSecurities,"1,000,000 or more",NumberOfReturns,41677.44892
SOIIndividual,Table2C,2008,ShortTerm,GainTransaction,BondsAndOtherSecurities,"1,000,000 or more",NumberOfReturns,31380.932467
SOIIndividual,Table2C,2008,ShortTerm,GainTransaction,BondsAndOtherSecurities,"1,000,000 or more",NumberOfTransactions,258691.92034
SOIIndividual,Table2C,2008,ShortTerm,GainTransaction,BondsAndOtherSecurities,"1,000,000 or more",Gain,553109.33384
SOIIndividual,Table2C,2008,ShortTerm,LossTransaction,BondsAndOtherSecurities,"1,000,000 or more",NumberOfReturns,24888.47376
SOIIndividual,Table2C,2008,ShortTerm,LossTransaction,BondsAndOtherSecurities,"1,000,000 or more",NumberOfTransactions,114311.70639
SOIIndividual,Table2C,2008,ShortTerm,LossTransaction,BondsAndOtherSecurities,"1,000,000 or more",Loss,4383096.391
SOIIndividual,Table2C,2008,LongTerm,AllTransactions,BondsAndOtherSecurities,AllReturns,NumberOfReturns,1570908.3875
SOIIndividual,Table2C,2008,LongTerm,GainTransaction,BondsAndOtherSecurities,AllReturns,NumberOfReturns,1288740.9418
SOIIndividual,Table2C,2008,LongTerm,GainTransaction,BondsAndOtherSecurities,AllReturns,NumberOfTransactions,3978187.5904
SOIIndividual,Table2C,2008,LongTerm,GainTransaction,BondsAndOtherSecurities,AllReturns,Gain,3369849.065
SOIIndividual,Table2C,2008,LongTerm,LossTransaction,BondsAndOtherSecurities,AllReturns,NumberOfReturns,607347.72625
