Data,TableID,Year,HoldingPeriod,TransactionType,AssetType,AGI,Series,Value
SOIIndividual,Table2B,2011,ShortTerm,GainTransaction,CorporateStock,AdjustedGrossDeficit,Gain,5966819.4511
SOIIndividual,Table2B,2011,ShortTerm,LossTransaction,CorporateStock,AdjustedGrossDeficit,NumberOfReturns,116164.44197
SOIIndividual,Table2B,2011,ShortTerm,LossTransaction,CorporateStock,AdjustedGrossDeficit,NumberOfTransactions,1522414.9539
SOIIndividual,Table2B,2011,ShortTerm,LossTransaction,CorporateStock,AdjustedGrossDeficit,Loss,6665919.256
SOIIndividual,Table2B,2011,ShortTerm,AllTransactions,CorporateStock,"Under 20,000",NumberOfReturns,628757.55522
SOIIndividual,Table2B,2011,ShortTerm,GainTransaction,CorporateStock,"Under 20,000",NumberOfReturns,481885.38087
SOIIndividual,Table2B,2011,ShortTerm,GainTransaction,CorporateStock,"Under 20,000",NumberOfTransactions,3077443.738
SOIIndividual,Table2B,2011,ShortTerm,GainTransaction,CorporateStock,"Under 20,000",Gain,1850628.5695
SOIIndividual,Table2B,2011,ShortTerm,LossTransaction,CorporateStock,"Under 20,000",NumberOfReturns,365971.28827
SOIIndividual,Table2B,2011,ShortTerm,LossTransaction,CorporateStock,"Under 20,000",NumberOfTransactions,2317171.4999
SOIIndividual,Table2B,2011,ShortTerm,LossTransaction,CorporateStock,"Under 20,000",Loss,2642925.26
SOIIndividual,Table2B,2011,ShortTerm,AllTransactions,CorporateStock,"20,000 under 50,000",NumberOfReturns,850560.12073
SOIIndividual,Table2B,2011,ShortTerm,GainTransaction,CorporateStock,"20,000 under 50,000",NumberOfReturns,639890.0556
SOIIndividual,Table2B,2011,ShortTerm,GainTransaction,CorporateStock,"20,000 under 50,000",NumberOfTransactions,4833113.8911
SOIIndividual,Table2B,2011,ShortTerm,GainTransaction,CorporateStock,"20,000 under 50,000",Gain,3171683.539
SOIIndividual,Table2B,2011,ShortTerm,LossTransaction,CorporateStock,"20,000 under 50,000",NumberOfReturns,503957.96748
SOIIndividual,Table2B,2011,ShortTerm,LossTransaction,CorporateStock,"20,000 under 50,000",NumberOfTransactions,4163350.6992
SOIIndividual,Table2B,2011,ShortTerm,LossTransaction,CorporateStock,"20,000 under 50,000",Loss,3625182.906
SOIIndividual,Table2B,2011,ShortTerm,AllTransactions,CorporateStock,"50,000 under 100,000",NumberOfReturns,1449532.8921
SOIIndividual,Table2B,2011,ShortTerm,GainTransaction,CorporateStock,"50,000 under 100,000",NumberOfReturns,1087945.4762
SOIIndividual,Table2B,2011,ShortTerm,GainTransaction,CorporateStock,"50,000 under 100,000",NumberOfTransactions,8558753.7553
SOIIndividual,Table2B,2011,ShortTerm,GainTransaction,CorporateStock,"50,000 under 100,000",Gain,4086269.1634
SOIIndividual,Table2B,2011,ShortTerm,LossTransaction,CorporateStock,"50,000 under 100,000",NumberOfReturns,887249.30035
SOIIndividual,Table2B,2011,ShortTerm,LossTransaction,CorporateStock,"50,000 under 100,000",NumberOfTransactions,5721207.7652
SOIIndividual,Table2B,2011,ShortTerm,LossTransaction,CorporateStock,"50,000 under 100,000",Loss,5013557.689
SOIIndividual,Table2B,2011,ShortTerm,AllTransactions,CorporateStock,"100,000 under 200,000",NumberOfReturns,1529855.0071
SOIIndividual,Table2B,2011,ShortTerm,GainTransaction,CorporateStock,"100,000 under 200,000",NumberOfReturns,1138864.4502
SOIIndividual,Table2B,2011,ShortTerm,GainTransaction,CorporateStock,"100,000 under 200,000",NumberOfTransactions,9808803.3734
SOIIndividual,Table2B,2011,ShortTerm,GainTransaction,CorporateStock,"100,000 under 200,000",Gain,5715927.8041
SOIIndividual,Table2B,2011,ShortTerm,LossTransaction,CorporateStock,"100,000 under 200,000",NumberOfReturns,998964.04682
SOIIndividual,Table2B,2011,ShortTerm,LossTransaction,CorporateStock,"100,000 under 200,000",NumberOfTransactions,8174727.2134
SOIIndividual,Table2B,2011,ShortTerm,LossTransaction,CorporateStock,"100,000 under 200,000",Loss,7042808.545
SOIIndividual,Table2B,2011,ShortTerm,AllTransactions,CorporateStock,"200,000 under 500,000",NumberOfReturns,905772.80629
SOIIndividual,Table2B,2011,ShortTerm,GainTransaction,CorporateStock,"200,000 under 500,000",NumberOfReturns,666094.83005
SOIIndividual,Table2B,2011,ShortTerm,GainTransaction,CorporateStock,"200,000 under 500,000",NumberOfTransactions,5874069.0316
SOIIndividual,Table2B,2011,ShortTerm,GainTransaction,CorporateStock,"200,000 under 500,000",Gain,5983032.6036
SOIIndividual,Table2B,2011,ShortTerm,LossTransaction,CorporateStock,"200,000 under 500,000",NumberOfReturns,623261.73732
SOIIndividual,Table2B,2011,ShortTerm,LossTransaction,CorporateStock,"200,000 under 500,000",NumberOfTransactions,6279734.6056
SOIIndividual,Table2B,2011,ShortTerm,LossTransaction,CorporateStock,"200,000 under 500,000",Loss,7220776.931
SOIIndividual,Table2B,2011,ShortTerm,AllTransactions,CorporateStock,"500,000 under 1,000,000",NumberOfReturns,198991.52663
SOIIndividual,Table2B,2011,ShortTerm,GainTransaction,CorporateStock,"500,000 under 1,000,000",NumberOfReturns,145789.89699
SOIIndividual,Table2B,2011,ShortTerm,GainTransaction,CorporateStock,"500,000 under 1,000,000",NumberOfTransactions,2452139.8628
SOIIndividual,Table2B,2011,ShortTerm,GainTransaction,CorporateStock,"500,000 under 1,000,000",Gain,2403305.9711
SOIIndividual,Table2B,2011,ShortTerm,LossTransaction,CorporateStock,"500,000 under 1,000,000",NumberOfReturns,148568.80025
SOIIndividual,Table2B,2011,ShortTerm,LossTransaction,CorporateStock,"500,000 under 1,000,000",NumberOfTransactions,2185839.0718
SOIIndividual,Table2B,2011,ShortTerm,LossTransaction,CorporateStock,"500,000 under 1,000,000",Loss,3280879.573
SOIIndividual,Table2B,2011,ShortTerm,AllTransactions,CorporateStock,"1,000,000 or more",NumberOfReturns,130914.22562
SOIIndividual,Table2B,2011,ShortTerm,GainTransaction,CorporateStock,"1,000,000 or more",NumberOfReturns,106529.18445
SOIIndividual,Table2B,2011,ShortTerm,GainTransaction,CorporateStock,"1,000,000 or more",NumberOfTransactions,3122220.8783
SOIIndividual,Table2B,2011,ShortTerm,GainTransaction,CorporateStock,"1,000,000 or more",Gain,8275971.5293
SOIIndividual,Table2B,2011,ShortTerm,LossTransaction,CorporateStock,"1,000,000 or more",NumberOfReturns,100146.39207
SOIIndividual,Table2B,2011,ShortTerm,LossTransaction,CorporateStock,"1,000,000 or more",NumberOfTransactions,3413825.2381
SOIIndividual,Table2B,2011,ShortTerm,LossTransaction,CorporateStock,"1,000,000 or more",Loss,9449344.769
SOIIndividual,Table2B,2011,LongTerm,AllTransactions,CorporateStock,AllReturns,NumberOfReturns,7260806.1771
SOIIndividual,Table2B,2011,LongTerm,GainTransaction,CorporateStock,AllReturns,NumberOfReturns,5491489.0626
SOIIndividual,Table2B,2011,LongTerm,GainTransaction,CorporateStock,AllReturns,NumberOfTransactions,31200491.701
SOIIndividual,Table2B,2011,LongTerm,GainTransaction,CorporateStock,AllReturns,Gain,136777003.31
SOIIndividual,Table2B,2011,LongTerm,LossTransaction,CorporateStock,AllReturns,NumberOfReturns,3884378.1174
SOIIndividual,Table2B,2011,LongTerm,LossTransaction,CorporateStock,AllReturns,NumberOfTransactions,16180540.264
SOIIndividual,Table2B,2011,LongTerm,LossTransaction,CorporateStock,AllReturns,Loss,55391018.63
SOIIndividual,Table2B,2011,LongTerm,AllTransactions,CorporateStock,AdjustedGrossDeficit,NumberOfReturns,215406.16548
SOIIndividual,Table2B,2011,LongTerm,GainTransaction,CorporateStock,AdjustedGrossDeficit,NumberOfReturns,150675.86542
SOIIndividual,Table2B,2011,LongTerm,GainTransaction,CorporateStock,AdjustedGrossDeficit,NumberOfTransactions,1063889.2875
SOIIndividual,Table2B,2011,LongTerm,GainTransaction,CorporateStock,AdjustedGrossDeficit,Gain,4132466.938
SOIIndividual,Table2B,2011,LongTerm,LossTransaction,CorporateStock,AdjustedGrossDeficit,NumberOfReturns,128918.50985
SOIIndividual,Table2B,2011,LongTerm,LossTransaction,CorporateStock,AdjustedGrossDeficit,NumberOfTransactions,632619.17546
SOIIndividual,Table2B,2011,LongTerm,LossTransaction,CorporateStock,AdjustedGrossDeficit,Loss,4217008.193
SOIIndividual,Table2B,2011,LongTerm,AllTransactions,CorporateStock,"Under 20,000",NumberOfReturns,862586.92647
SOIIndividual,Table2B,2011,LongTerm,GainTransaction,CorporateStock,"Under 20,000",NumberOfReturns,628640.21838
SOIIndividual,Table2B,2011,LongTerm,GainTransaction,CorporateStock,"Under 20,000",NumberOfTransactions,1908891.9373
SOIIndividual,Table2B,2011,LongTerm,GainTransaction,CorporateStock,"Under 20,000",Gain,2832320.378
SOIIndividual,Table2B,2011,LongTerm,LossTransaction,CorporateStock,"Under 20,000",NumberOfReturns,426226.58057
SOIIndividual,Table2B,2011,LongTerm,LossTransaction,CorporateStock,"Under 20,000",NumberOfTransactions,1092240.9022
SOIIndividual,Table2B,2011,LongTerm,LossTransaction,CorporateStock,"Under 20,000",Loss,5397649.242
SOIIndividual,Table2B,2011,LongTerm,AllTransactions,CorporateStock,"20,000 under 50,000",NumberOfReturns,1181910.7261
SOIIndividual,Table2B,2011,LongTerm,GainTransaction,CorporateStock,"20,000 under 50,000",NumberOfReturns,866852.53476
SOIIndividual,Table2B,2011,LongTerm,GainTransaction,CorporateStock,"20,000 under 50,000",NumberOfTransactions,3654527.4419
SOIIndividual,Table2B,2011,LongTerm,GainTransaction,CorporateStock,"20,000 under 50,000",Gain,5560730.788
SOIIndividual,Table2B,2011,LongTerm,LossTransaction,CorporateStock,"20,000 under 50,000",NumberOfReturns,605217.09743
SOIIndividual,Table2B,2011,LongTerm,LossTransaction,CorporateStock,"20,000 under 50,000",NumberOfTransactions,1924183.8943
SOIIndividual,Table2B,2011,LongTerm,LossTransaction,CorporateStock,"20,000 under 50,000",Loss,4509691.752
SOIIndividual,Table2B,2011,LongTerm,AllTransactions,CorporateStock,"50,000 under 100,000",NumberOfReturns,1881368.1453
SOIIndividual,Table2B,2011,LongTerm,GainTransaction,CorporateStock,"50,000 under 100,000",NumberOfReturns,1404574.1475
SOIIndividual,Table2B,2011,LongTerm,GainTransaction,CorporateStock,"50,000 under 100,000",NumberOfTransactions,5845796.7614
SOIIndividual,Table2B,2011,LongTerm,GainTransaction,CorporateStock,"50,000 under 100,000",Gain,8779593.8547
SOIIndividual,Table2B,2011,LongTerm,LossTransaction,CorporateStock,"50,000 under 100,000",NumberOfReturns,980701.57393
SOIIndividual,Table2B,2011,LongTerm,LossTransaction,CorporateStock,"50,000 under 100,000",NumberOfTransactions,3223324.4476
SOIIndividual,Table2B,2011,LongTerm,LossTransaction,CorporateStock,"50,000 under 100,000",Loss,6370691.82
SOIIndividual,Table2B,2011,LongTerm,AllTransactions,CorporateStock,"100,000 under 200,000",NumberOfReturns,1805616.9246
SOIIndividual,Table2B,2011,LongTerm,GainTransaction,CorporateStock,"100,000 under 200,000",NumberOfReturns,1362402.5943
SOIIndividual,Table2B,2011,LongTerm,GainTransaction,CorporateStock,"100,000 under 200,000",NumberOfTransactions,6591730.0235
SOIIndividual,Table2B,2011,LongTerm,GainTransaction,CorporateStock,"100,000 under 200,000",Gain,16453904.435
SOIIndividual,Table2B,2011,LongTerm,LossTransaction,CorporateStock,"100,000 under 200,000",NumberOfReturns,989254.83504
SOIIndividual,Table2B,2011,LongTerm,LossTransaction,CorporateStock,"100,000 under 200,000",NumberOfTransactions,3594244.7139
SOIIndividual,Table2B,2011,LongTerm,LossTransaction,CorporateStock,"100,000 under 200,000",Loss,8862565.541
SOIIndividual,Table2B,2011,LongTerm,AllTransactions,CorporateStock,"200,000 under 500,000",NumberOfReturns,942576.84658
SOIIndividual,Table2B,2011,LongTerm,GainTransaction,CorporateStock,"200,000 under 500,000",NumberOfReturns,768174.08127
SOIIndividual,Table2B,2011,LongTerm,GainTransaction,CorporateStock,"200,000 under 500,000",NumberOfTransactions,5409301.4989
SOIIndividual,Table2B,2011,LongTerm,GainTransaction,CorporateStock,"200,000 under 500,000",Gain,19273703.347
SOIIndividual,Table2B,2011,LongTerm,LossTransaction,CorporateStock,"200,000 under 500,000",NumberOfReturns,525886.70677
SOIIndividual,Table2B,2011,LongTerm,LossTransaction,CorporateStock,"200,000 under 500,000",NumberOfTransactions,2673756.1212
SOIIndividual,Table2B,2011,LongTerm,LossTransaction,CorporateStock,"200,000 under 500,000",Loss,9377317.637
SOIIndividual,Table2B,2011,LongTerm,AllTransactions,CorporateStock,"500,000 under 1,000,000",NumberOfReturns,222372.45296
SOIIndividual,Table2B,2011,LongTerm,GainTransaction,CorporateStock,"500,000 under 1,000,000",NumberOfReturns,184038.1439
SOIIndividual,Table2B,2011,LongTerm,GainTransaction,CorporateStock,"500,000 under 1,000,000",NumberOfTransactions,2819758.9211
SOIIndividual,Table2B,2011,LongTerm,GainTransaction,CorporateStock,"500,000 under 1,000,000",Gain,13172371.221
SOIIndividual,Table2B,2011,LongTerm,LossTransaction,CorporateStock,"500,000 under 1,000,000",NumberOfReturns,134431.64843
SOIIndividual,Table2B,2011,LongTerm,LossTransaction,CorporateStock,"500,000 under 1,000,000",NumberOfTransactions,1342088.8928
SOIIndividual,Table2B,2011,LongTerm,LossTransaction,CorporateStock,"500,000 under 1,000,000",Loss,5113151.721
SOIIndividual,Table2B,2011,LongTerm,AllTransactions,CorporateStock,"1,000,000 or more",NumberOfReturns,148967.98959
SOIIndividual,Table2B,2011,LongTerm,GainTransaction,CorporateStock,"1,000,000 or more",NumberOfReturns,126131.47711
SOIIndividual,Table2B,2011,LongTerm,GainTransaction,CorporateStock,"1,000,000 or more",NumberOfTransactions,3906595.8292
SOIIndividual,Table2B,2011,LongTerm,GainTransaction,CorporateStock,"1,000,000 or more",Gain,66571912.352
SOIIndividual,Table2B,2011,LongTerm,LossTransaction,CorporateStock,"1,000,000 or more",NumberOfReturns,93741.165344
SOIIndividual,Table2B,2011,LongTerm,LossTransaction,CorporateStock,"1,000,000 or more",NumberOfTransactions,1698082.1165
SOIIndividual,Table2B,2011,LongTerm,LossTransaction,CorporateStock,"1,000,000 or more",Loss,11542942.72
SOIIndividual,Table2C,2011,ShortTerm,AllTransactions,BondsAndOtherSecurities,AllReturns,NumberOfReturns,493738.9003
SOIIndividual,Table2C,2011,ShortTerm,GainTransaction,BondsAndOtherSecurities,AllReturns,NumberOfReturns,348823.8952
SOIIndividual,Table2C,2011,ShortTerm,GainTransaction,BondsAndOtherSecurities,AllReturns,NumberOfTransactions,1713321.3867
SOIIndividual,Table2C,2011,ShortTerm,GainTransaction,BondsAndOtherSecurities,AllReturns,Gain,1363317.8478
SOIIndividual,Table2C,2011,ShortTerm,LossTransaction,BondsAndOtherSecurities,AllReturns,NumberOfReturns,238398.2955
SOIIndividual,Table2C,2011,ShortTerm,LossTransaction,BondsAndOtherSecurities,AllReturns,NumberOfTransactions,703862.03766
SOIIndividual,Table2C,2011,ShortTerm,LossTransaction,BondsAndOtherSecurities,AllReturns,Loss,1590146.318
SOIIndividual,Table2C,2011,ShortTerm,AllTransactions,BondsAndOtherSecurities,AdjustedGrossDeficit,NumberOfReturns,21076.414855
SOIIndividual,Table2C,2011,ShortTerm,GainTransaction,BondsAndOtherSecurities,AdjustedGrossDeficit,NumberOfReturns,12890.436868
SOIIndividual,Table2C,2011,ShortTerm,GainTransaction,BondsAndOtherSecurities,AdjustedGrossDeficit,NumberOfTransactions,55566.795983
SOIIndividual,Table2C,2011,ShortTerm,GainTransaction,BondsAndOtherSecurities,AdjustedGrossDeficit,Gain,59284.878378
SOIIndividual,Table2C,2011,ShortTerm,LossTransaction,BondsAndOtherSecurities,AdjustedGrossDeficit,NumberOfReturns,12240.759833
SOIIndividual,Table2C,2011,ShortTerm,LossTransaction,BondsAndOtherSecurities,AdjustedGrossDeficit,NumberOfTransactions,43258.382972
SOIIndividual,Table2C,2011,ShortTerm,LossTransaction,BondsAndOtherSecurities,AdjustedGrossDeficit,Loss,129231.5756
SOIIndividual,Table2C,2011,ShortTerm,AllTransactions,BondsAndOtherSecurities,"Under 20,000",NumberOfReturns,45120.59628
SOIIndividual,Table2C,2011,ShortTerm,GainTransaction,BondsAndOtherSecurities,"Under 20,000",NumberOfReturns,25670.110243
SOIIndividual,Table2C,2011,ShortTerm,GainTransaction,BondsAndOtherSecurities,"Under 20,000",NumberOfTransactions,98826.277084
SOIIndividual,Table2C,2011,ShortTerm,GainTransaction,BondsAndOtherSecurities,"Under 20,000",Gain,13121.300321
SOIIndividual,Table2C,2011,ShortTerm,LossTransaction,BondsAndOtherSecurities,"Under 20,000",NumberOfReturns,21527.856749
SOIIndividual,Table2C,2011,ShortTerm,LossTransaction,BondsAndOtherSecurities,"Under 20,000",NumberOfTransactions,35826.044707
SOIIndividual,Table2C,2011,ShortTerm,LossTransaction,BondsAndOtherSecurities,"Under 20,000",Loss,45504.4764
SOIIndividual,Table2C,2011,ShortTerm,AllTransactions,BondsAndOtherSecurities,"20,000 under 50,000",NumberOfReturns,69407.177155
SOIIndividual,Table2C,2011,ShortTerm,GainTransaction,BondsAndOtherSecurities,"20,000 under 50,000",NumberOfReturns,50604.446683
SOIIndividual,Table2C,2011,ShortTerm,GainTransaction,BondsAndOtherSecurities,"20,000 under 50,000",NumberOfTransactions,346097.62031
SOIIndividual,Table2C,2011,ShortTerm,GainTransaction,BondsAndOtherSecurities,"20,000 under 50,000",Gain,40614.956421
SOIIndividual,Table2C,2011,ShortTerm,LossTransaction,BondsAndOtherSecurities,"20,000 under 50,000",NumberOfReturns,28896.886904
SOIIndividual,Table2C,2011,ShortTerm,LossTransaction,BondsAndOtherSecurities,"20,000 under 50,000",NumberOfTransactions,94573.906595
SOIIndividual,Table2C,2011,ShortTerm,LossTransaction,BondsAndOtherSecurities,"20,000 under 50,000",Loss,40448.59279
SOIIndividual,Table2C,2011,ShortTerm,AllTransactions,BondsAndOtherSecurities,"50,000 under 100,000",NumberOfReturns,95281.801971
SOIIndividual,Table2C,2011,ShortTerm,GainTransaction,BondsAndOtherSecurities,"50,000 under 100,000",NumberOfReturns,67284.325515
SOIIndividual,Table2C,2011,ShortTerm,GainTransaction,BondsAndOtherSecurities,"50,000 under 100,000",NumberOfTransactions,366874.69648
SOIIndividual,Table2C,2011,ShortTerm,GainTransaction,BondsAndOtherSecurities,"50,000 under 100,000",Gain,65162.795247
SOIIndividual,Table2C,2011,ShortTerm,LossTransaction,BondsAndOtherSecurities,"50,000 under 100,000",NumberOfReturns,43151.90906
SOIIndividual,Table2C,2011,ShortTerm,LossTransaction,BondsAndOtherSecurities,"50,000 under 100,000",NumberOfTransactions,92847.034624
SOIIndividual,Table2C,2011,ShortTerm,LossTransaction,BondsAndOtherSecurities,"50,000 under 100,000",Loss,167456.3946
SOIIndividual,Table2C,2011,ShortTerm,AllTransactions,BondsAndOtherSecurities,"100,000 under 200,000",NumberOfReturns,114540.57746
SOIIndividual,Table2C,2011,ShortTerm,GainTransaction,BondsAndOtherSecurities,"100,000 under 200,000",NumberOfReturns,76858.862106
SOIIndividual,Table2C,2011,ShortTerm,GainTransaction,BondsAndOtherSecurities,"100,000 under 200,000",NumberOfTransactions,226832.36261
SOIIndividual,Table2C,2011,ShortTerm,GainTransaction,BondsAndOtherSecurities,"100,000 under 200,000",Gain,232554.49223
SOIIndividual,Table2C,2011,ShortTerm,LossTransaction,BondsAndOtherSecurities,"100,000 under 200,000",NumberOfReturns,58703.200555
SOIIndividual,Table2C,2011,ShortTerm,LossTransaction,BondsAndOtherSecurities,"100,000 under 200,000",NumberOfTransactions,111726.50609
SOIIndividual,Table2C,2011,ShortTerm,LossTransaction,BondsAndOtherSecurities,"100,000 under 200,000",Loss,160692.9404
SOIIndividual,Table2C,2011,ShortTerm,AllTransactions,BondsAndOtherSecurities,"200,000 under 500,000",NumberOfReturns,76627.223508
SOIIndividual,Table2C,2011,ShortTerm,GainTransaction,BondsAndOtherSecurities,"200,000 under 500,000",NumberOfReturns,57786.180799
SOIIndividual,Table2C,2011,ShortTerm,GainTransaction,BondsAndOtherSecurities,"200,000 under 500,000",NumberOfTransactions,272921.48808
SOIIndividual,Table2C,2011,ShortTerm,GainTransaction,BondsAndOtherSecurities,"200,000 under 500,000",Gain,169357.70008
SOIIndividual,Table2C,2011,ShortTerm,LossTransaction,BondsAndOtherSecurities,"200,000 under 500,000",NumberOfReturns,37369.94658
SOIIndividual,Table2C,2011,ShortTerm,LossTransaction,BondsAndOtherSecurities,"200,000 under 500,000",NumberOfTransactions,113137.29315
SOIIndividual,Table2C,2011,ShortTerm,LossTransaction,BondsAndOtherSecurities,"200,000 under 500,000",Loss,204011.1678
SOIIndividual,Table2C,2011,ShortTerm,AllTransactions,BondsAndOtherSecurities,"500,000 under 1,000,000",NumberOfReturns,33744.21767
SOIIndividual,Table2C,2011,ShortTerm,GainTransaction,BondsAndOtherSecurities,"500,000 under 1,000,000",NumberOfReturns,27360.066683
SOIIndividual,Table2C,2011,ShortTerm,GainTransaction,BondsAndOtherSecurities,"500,000 under 1,000,000",NumberOfTransactions,138205.34474
SOIIndividual,Table2C,2011,ShortTerm,GainTransaction,BondsAndOtherSecurities,"500,000 under 1,000,000",Gain,115417.57372
SOIIndividual,Table2C,2011,ShortTerm,LossTransaction,BondsAndOtherSecurities,"500,000 under 1,000,000",NumberOfReturns,15482.531666
SOIIndividual,Table2C,2011,ShortTerm,LossTransaction,BondsAndOtherSecurities,"500,000 under 1,000,000",NumberOfTransactions,71695.61275
SOIIndividual,Table2C,2011,ShortTerm,LossTransaction,BondsAndOtherSecurities,"500,000 under 1,000,000",Loss,192388.7226
SOIIndividual,Table2C,2011,ShortTerm,AllTransactions,BondsAndOtherSecurities,"1,000,000 or more",NumberOfReturns,37940.891404
SOIIndividual,Table2C,2011,ShortTerm,GainTransaction,BondsAndOtherSecurities,"1,000,000 or more",NumberOfReturns,30369.466298
SOIIndividual,Table2C,2011,ShortTerm,GainTransaction,BondsAndOtherSecurities,"1,000,000 or more",NumberOfTransactions,207996.80141
SOIIndividual,Table2C,2011,ShortTerm,GainTransaction,BondsAndOtherSecurities,"1,000,000 or more",Gain,667804.1514
SOIIndividual,Table2C,2011,ShortTerm,LossTransaction,BondsAndOtherSecurities,"1,000,000 or more",NumberOfReturns,21025.204149
SOIIndividual,Table2C,2011,ShortTerm,LossTransaction,BondsAndOtherSecurities,"1,000,000 or more",NumberOfTransactions,140797.25677
SOIIndividual,Table2C,2011,ShortTerm,LossTransaction,BondsAndOtherSecurities,"1,000,000 or more",Loss,650412.448
SOIIndividual,Table2C,2011,LongTerm,AllTransactions,BondsAndOtherSecurities,AllReturns,NumberOfReturns,1406838.0558
SOIIndividual,Table2C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,AllReturns,NumberOfReturns,1161437.5844
SOIIndividual,Table2C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,AllReturns,NumberOfTransactions,3952810.4347
SOIIndividual,Table2C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,AllReturns,Gain,8034244.0135
SOIIndividual,Table2C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,AllReturns,NumberOfReturns,541395.86999
SOIIndividual,Table2C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,AllReturns,NumberOfTransactions,1377151.118
SOIIndividual,Table2C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,AllReturns,Loss,5535347.109
SOIIndividual,Table2C,2011,LongTerm,AllTransactions,BondsAndOtherSecurities,AdjustedGrossDeficit,NumberOfReturns,38558.572805
SOIIndividual,Table2C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,AdjustedGrossDeficit,NumberOfReturns,30738.630771
SOIIndividual,Table2C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,AdjustedGrossDeficit,NumberOfTransactions,212553.01169
SOIIndividual,Table2C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,AdjustedGrossDeficit,Gain,428640.44665
SOIIndividual,Table2C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,AdjustedGrossDeficit,NumberOfReturns,18932.662002
SOIIndividual,Table2C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,AdjustedGrossDeficit,NumberOfTransactions,70744.748343
SOIIndividual,Table2C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,AdjustedGrossDeficit,Loss,230618.8428
SOIIndividual,Table2C,2011,LongTerm,AllTransactions,BondsAndOtherSecurities,"Under 20,000",NumberOfReturns,140734.31964
SOIIndividual,Table2C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,"Under 20,000",NumberOfReturns,113714.09855
SOIIndividual,Table2C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,"Under 20,000",NumberOfTransactions,259020.79508
SOIIndividual,Table2C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,"Under 20,000",Gain,155645.96108
SOIIndividual,Table2C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,"Under 20,000",NumberOfReturns,49839.407743
SOIIndividual,Table2C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,"Under 20,000",NumberOfTransactions,97525.301297
SOIIndividual,Table2C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,"Under 20,000",Loss,123114.6714
SOIIndividual,Table2C,2011,LongTerm,AllTransactions,BondsAndOtherSecurities,"20,000 under 50,000",NumberOfReturns,219628.07589
SOIIndividual,Table2C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,"20,000 under 50,000",NumberOfReturns,178063.44747
SOIIndividual,Table2C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,"20,000 under 50,000",NumberOfTransactions,535496.43177
SOIIndividual,Table2C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,"20,000 under 50,000",Gain,318216.79989
SOIIndividual,Table2C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,"20,000 under 50,000",NumberOfReturns,79315.472706
SOIIndividual,Table2C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,"20,000 under 50,000",NumberOfTransactions,137057.39117
SOIIndividual,Table2C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,"20,000 under 50,000",Loss,294888.0541
SOIIndividual,Table2C,2011,LongTerm,AllTransactions,BondsAndOtherSecurities,"50,000 under 100,000",NumberOfReturns,330172.36777
SOIIndividual,Table2C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,"50,000 under 100,000",NumberOfReturns,261961.14668
SOIIndividual,Table2C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,"50,000 under 100,000",NumberOfTransactions,682061.08236
SOIIndividual,Table2C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,"50,000 under 100,000",Gain,346136.87109
SOIIndividual,Table2C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,"50,000 under 100,000",NumberOfReturns,126177.58627
SOIIndividual,Table2C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,"50,000 under 100,000",NumberOfTransactions,250989.11115
SOIIndividual,Table2C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,"50,000 under 100,000",Loss,509850.7405
SOIIndividual,Table2C,2011,LongTerm,AllTransactions,BondsAndOtherSecurities,"100,000 under 200,000",NumberOfReturns,316621.24217
SOIIndividual,Table2C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,"100,000 under 200,000",NumberOfReturns,266457.25845
SOIIndividual,Table2C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,"100,000 under 200,000",NumberOfTransactions,773778.39298
SOIIndividual,Table2C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,"100,000 under 200,000",Gain,957871.88507
