Data,TableID,Year,HoldingPeriod,TransactionType,AssetType,TimeHeld,Series,Value
SOIIndividual,Table4C,2011,ShortTerm,GainTransaction,BondsAndOtherSecurities,11 months under 12 months,SalesPrice,6968177.151
SOIIndividual,Table4C,2011,ShortTerm,GainTransaction,BondsAndOtherSecurities,11 months under 12 months,Basis,6911016.496
SOIIndividual,Table4C,2011,ShortTerm,GainTransaction,BondsAndOtherSecurities,11 months under 12 months,Gain,58445.16006
SOIIndividual,Table4C,2011,ShortTerm,LossTransaction,BondsAndOtherSecurities,11 months under 12 months,NumberOfTransactions,43.73352863
SOIIndividual,Table4C,2011,ShortTerm,LossTransaction,BondsAndOtherSecurities,11 months under 12 months,SalesPrice,2023212.931
SOIIndividual,Table4C,2011,ShortTerm,LossTransaction,BondsAndOtherSecurities,11 months under 12 months,Basis,2156556.364
SOIIndividual,Table4C,2011,ShortTerm,LossTransaction,BondsAndOtherSecurities,11 months under 12 months,Loss,133332.6427
SOIIndividual,Table4C,2011,ShortTerm,GainTransaction,BondsAndOtherSecurities,1 year or more,NumberOfTransactions,31.66813253
SOIIndividual,Table4C,2011,ShortTerm,GainTransaction,BondsAndOtherSecurities,1 year or more,SalesPrice,3741775.217
SOIIndividual,Table4C,2011,ShortTerm,GainTransaction,BondsAndOtherSecurities,1 year or more,Basis,3721071.749
SOIIndividual,Table4C,2011,ShortTerm,GainTransaction,BondsAndOtherSecurities,1 year or more,Gain,20975.33395
SOIIndividual,Table4C,2011,ShortTerm,LossTransaction,BondsAndOtherSecurities,1 year or more,NumberOfTransactions,9.192125926
SOIIndividual,Table4C,2011,ShortTerm,LossTransaction,BondsAndOtherSecurities,1 year or more,SalesPrice,396266.2318
SOIIndividual,Table4C,2011,ShortTerm,LossTransaction,BondsAndOtherSecurities,1 year or more,Basis,459764.3829
SOIIndividual,Table4C,2011,ShortTerm,LossTransaction,BondsAndOtherSecurities,1 year or more,Loss,63498.15108
SOIIndividual,Table4C,2011,ShortTerm,GainTransaction,BondsAndOtherSecurities,Holding period not determinable,NumberOfTransactions,245.4124498
SOIIndividual,Table4C,2011,ShortTerm,GainTransaction,BondsAndOtherSecurities,Holding period not determinable,SalesPrice,26572844.41
SOIIndividual,Table4C,2011,ShortTerm,GainTransaction,BondsAndOtherSecurities,Holding period not determinable,Basis,26381530.41
SOIIndividual,Table4C,2011,ShortTerm,GainTransaction,BondsAndOtherSecurities,Holding period not determinable,Gain,196122.4185
SOIIndividual,Table4C,2011,ShortTerm,LossTransaction,BondsAndOtherSecurities,Holding period not determinable,NumberOfTransactions,63.40976501
SOIIndividual,Table4C,2011,ShortTerm,LossTransaction,BondsAndOtherSecurities,Holding period not determinable,SalesPrice,21567845.57
SOIIndividual,Table4C,2011,ShortTerm,LossTransaction,BondsAndOtherSecurities,Holding period not determinable,Basis,21879404.86
SOIIndividual,Table4C,2011,ShortTerm,LossTransaction,BondsAndOtherSecurities,Holding period not determinable,Loss,266200.2898
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,AllReturns,NumberOfTransactions,3952.810435
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,AllReturns,SalesPrice,229533304.3
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,AllReturns,Basis,221434378.7
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,AllReturns,Gain,8034244.013
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,AllReturns,NumberOfTransactions,1377.151118
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,AllReturns,SalesPrice,53021120.57
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,AllReturns,Basis,58526130.12
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,AllReturns,Loss,5535347.109
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,Under 18 months,NumberOfTransactions,479.8792034
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,Under 18 months,SalesPrice,32732980.5
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,Under 18 months,Basis,31974340.28
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,Under 18 months,Gain,753315.8629
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,Under 18 months,NumberOfTransactions,206.537202
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,Under 18 months,SalesPrice,11916680.93
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,Under 18 months,Basis,12670842.97
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,Under 18 months,Loss,776642.6843
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,18 months under 2 years,NumberOfTransactions,410.2579297
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,18 months under 2 years,SalesPrice,26216586.36
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,18 months under 2 years,Basis,25187806.16
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,18 months under 2 years,Gain,1006661.804
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,18 months under 2 years,NumberOfTransactions,159.2134415
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,18 months under 2 years,SalesPrice,7070517.322
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,18 months under 2 years,Basis,7815663.158
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,18 months under 2 years,Loss,743391.8553
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,2 years under 3 years,NumberOfTransactions,764.806292
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,2 years under 3 years,SalesPrice,52616733.43
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,2 years under 3 years,Basis,50513983.59
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,2 years under 3 years,Gain,2077410.464
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,2 years under 3 years,NumberOfTransactions,224.8794025
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,2 years under 3 years,SalesPrice,9771067.395
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,2 years under 3 years,Basis,11034898.68
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,2 years under 3 years,Loss,1268052.921
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,3 years under 4 years,NumberOfTransactions,401.9555927
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,3 years under 4 years,SalesPrice,30890417.58
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,3 years under 4 years,Basis,29908233.69
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,3 years under 4 years,Gain,946469.2665
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,3 years under 4 years,NumberOfTransactions,154.8723284
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,3 years under 4 years,SalesPrice,6155016.548
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,3 years under 4 years,Basis,7127410.315
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,3 years under 4 years,Loss,972427.6681
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,4 years under 5 years,NumberOfTransactions,260.7605609
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,4 years under 5 years,SalesPrice,17100097.68
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,4 years under 5 years,Basis,16723838.45
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,4 years under 5 years,Gain,633903.6624
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,4 years under 5 years,NumberOfTransactions,106.1077463
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,4 years under 5 years,SalesPrice,3232789.982
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,4 years under 5 years,Basis,3761286.275
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,4 years under 5 years,Loss,528667.2321
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,5 years under 10 years,NumberOfTransactions,861.7190206
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,5 years under 10 years,SalesPrice,34604195.36
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,5 years under 10 years,Basis,33716040.01
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,5 years under 10 years,Gain,821981.9355
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,5 years under 10 years,NumberOfTransactions,322.9143789
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,5 years under 10 years,SalesPrice,6784256.708
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,5 years under 10 years,Basis,7427846.663
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,5 years under 10 years,Loss,644234.5681
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,10 years under 15 years,NumberOfTransactions,254.7010881
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,10 years under 15 years,SalesPrice,9083724.658
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,10 years under 15 years,Basis,8920400.702
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,10 years under 15 years,Gain,255933.4905
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,10 years under 15 years,NumberOfTransactions,67.00704856
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,10 years under 15 years,SalesPrice,1624642.521
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,10 years under 15 years,Basis,1739871.642
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,10 years under 15 years,Loss,115274.9852
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,15 years under 20 years,NumberOfTransactions,37.96952835
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,15 years under 20 years,SalesPrice,636112.2584
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,15 years under 20 years,Basis,520948.1743
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,15 years under 20 years,Gain,115416.8081
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,15 years under 20 years,NumberOfTransactions,5.152516441
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,15 years under 20 years,SalesPrice,39717.81611
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,15 years under 20 years,Basis,50193.61201
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,15 years under 20 years,Loss,10475.7959
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,20 years or more,NumberOfTransactions,28.58325392
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,20 years or more,SalesPrice,1695936.748
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,20 years or more,Basis,1404790.058
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,20 years or more,Gain,47633.40366
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,20 years or more,NumberOfTransactions,8.218076124
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,20 years or more,SalesPrice,363656.789
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,20 years or more,Basis,402431.5606
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,20 years or more,Loss,38774.77165
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,Holding period not determinable,NumberOfTransactions,452.1779651
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,Holding period not determinable,SalesPrice,23956519.76
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,Holding period not determinable,Basis,22563997.57
SOIIndividual,Table4C,2011,LongTerm,GainTransaction,BondsAndOtherSecurities,Holding period not determinable,Gain,1375517.316
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,Holding period not determinable,NumberOfTransactions,122.2489773
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,Holding period not determinable,SalesPrice,6062774.562
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,Holding period not determinable,Basis,6495685.243
SOIIndividual,Table4C,2011,LongTerm,LossTransaction,BondsAndOtherSecurities,Holding period not determinable,Loss,437404.6278
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,AllReturns,NumberOfTransactions,149.0966836
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,AllReturns,SalesPrice,13951629.9
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,AllReturns,Basis,12480177.4
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,AllReturns,Gain,1254258.205
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,AllReturns,NumberOfTransactions,44.5718076
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,AllReturns,SalesPrice,4654752.529
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,AllReturns,Basis,5370223.49
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,AllReturns,Loss,800460.1334
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,Under 1 month,NumberOfTransactions,19.90292503
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,Under 1 month,SalesPrice,2127401.493
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,Under 1 month,Basis,1901027.346
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,Under 1 month,Gain,223002.5489
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,Under 1 month,NumberOfTransactions,4.750564383
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,Under 1 month,SalesPrice,481455.1026
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,Under 1 month,Basis,465829.4039
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,Under 1 month,Loss,43795.43962
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,1 month under 2 months,NumberOfTransactions,14.34793605
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,1 month under 2 months,SalesPrice,466333.7745
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,1 month under 2 months,Basis,430474.9687
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,1 month under 2 months,Gain,34163.95394
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,1 month under 2 months,NumberOfTransactions,0.989054266
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,1 month under 2 months,SalesPrice,283034.0064
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,1 month under 2 months,Basis,302703.2159
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,1 month under 2 months,Loss,20821.37256
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,2 months under 3 months,NumberOfTransactions,13.3605788
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,2 months under 3 months,SalesPrice,768330.64
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,2 months under 3 months,Basis,591808.4089
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,2 months under 3 months,Gain,169309.9248
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,2 months under 3 months,NumberOfTransactions,2.240576373
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,2 months under 3 months,SalesPrice,332314.0065
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,2 months under 3 months,Basis,371109.1813
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,2 months under 3 months,Loss,38803.02093
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,3 months under 4 months,NumberOfTransactions,12.68218683
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,3 months under 4 months,SalesPrice,884816.9158
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,3 months under 4 months,Basis,764221.5749
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,3 months under 4 months,Gain,117904.4515
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,3 months under 4 months,NumberOfTransactions,1.899877952
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,3 months under 4 months,SalesPrice,176176.219
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,3 months under 4 months,Basis,210563.209
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,3 months under 4 months,Loss,35318.93168
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,4 months under 5 months,NumberOfTransactions,7.351901391
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,4 months under 5 months,SalesPrice,416050.9496
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,4 months under 5 months,Basis,370663.2979
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,4 months under 5 months,Gain,46213.95178
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,4 months under 5 months,NumberOfTransactions,2.047194156
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,4 months under 5 months,SalesPrice,403749.9491
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,4 months under 5 months,Basis,407177.3105
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,4 months under 5 months,Loss,25457.58434
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,5 months under 6 months,NumberOfTransactions,10.20824451
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,5 months under 6 months,SalesPrice,681323.5468
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,5 months under 6 months,Basis,657129.5615
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,5 months under 6 months,Gain,56031.57591
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,5 months under 6 months,NumberOfTransactions,3.745880367
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,5 months under 6 months,SalesPrice,233815.4208
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,5 months under 6 months,Basis,261120.1558
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,5 months under 6 months,Loss,27324.64994
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,6 months under 7 months,NumberOfTransactions,10.3613481
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,6 months under 7 months,SalesPrice,2250988.541
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,6 months under 7 months,Basis,2162338.06
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,6 months under 7 months,Gain,56911.06505
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,6 months under 7 months,NumberOfTransactions,2.491484854
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,6 months under 7 months,SalesPrice,261836.3436
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,6 months under 7 months,Basis,273065.6123
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,6 months under 7 months,Loss,11229.26875
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,7 months under 8 months,NumberOfTransactions,5.520943496
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,7 months under 8 months,SalesPrice,722047.0687
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,7 months under 8 months,Basis,688654.7059
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,7 months under 8 months,Gain,35414.2593
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,7 months under 8 months,NumberOfTransactions,2.844981146
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,7 months under 8 months,SalesPrice,143860.5029
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,7 months under 8 months,Basis,181685.2757
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,7 months under 8 months,Loss,37824.77279
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,8 months under 9 months,NumberOfTransactions,8.01676891
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,8 months under 9 months,SalesPrice,625352.0678
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,8 months under 9 months,Basis,558394.4723
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,8 months under 9 months,Gain,66918.16352
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,8 months under 9 months,NumberOfTransactions,0.891069545
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,8 months under 9 months,SalesPrice,50345.4293
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,8 months under 9 months,Basis,51815.69404
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,8 months under 9 months,Loss,1470.264749
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,9 months under 10 months,NumberOfTransactions,4.929167149
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,9 months under 10 months,SalesPrice,182392.6528
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,9 months under 10 months,Basis,156432.2664
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,9 months under 10 months,Gain,25960.38643
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,9 months under 10 months,NumberOfTransactions,3.60280518
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,9 months under 10 months,SalesPrice,405745.6895
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,9 months under 10 months,Basis,491838.7092
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,9 months under 10 months,Loss,82073.05002
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,10 months under 11 months,NumberOfTransactions,7.239984002
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,10 months under 11 months,SalesPrice,396688.6239
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,10 months under 11 months,Basis,334759.6721
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,10 months under 11 months,Gain,58895.80213
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,10 months under 11 months,NumberOfTransactions,3.674318109
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,10 months under 11 months,SalesPrice,696860.9426
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,10 months under 11 months,Basis,782674.1075
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,10 months under 11 months,Loss,85813.16486
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,11 months under 12 months,NumberOfTransactions,7.798342962
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,11 months under 12 months,SalesPrice,303953.2758
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,11 months under 12 months,Basis,290788.4295
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,11 months under 12 months,Gain,49169.7619
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,11 months under 12 months,NumberOfTransactions,4.01555479
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,11 months under 12 months,SalesPrice,247027.3449
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,11 months under 12 months,Basis,295492.2134
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,11 months under 12 months,Loss,52589.20234
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,1 year or more,NumberOfTransactions,6.080882856
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,1 year or more,SalesPrice,376013.2828
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,1 year or more,Basis,262832.713
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,1 year or more,Gain,143888.7438
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,1 year or more,NumberOfTransactions,5.426552181
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,1 year or more,SalesPrice,465250.9636
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,1 year or more,Basis,684224.1632
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,1 year or more,Loss,218973.2026
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,Holding period not determinable,NumberOfTransactions,21.2954735
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,Holding period not determinable,SalesPrice,3749937.068
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,Holding period not determinable,Basis,3310651.923
SOIIndividual,Table4D,2011,ShortTerm,GainTransaction,RealEstate,Holding period not determinable,Gain,170473.6161
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,Holding period not determinable,NumberOfTransactions,5.951894295
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,Holding period not determinable,SalesPrice,473280.6087
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,Holding period not determinable,Basis,590925.2378
SOIIndividual,Table4D,2011,ShortTerm,LossTransaction,RealEstate,Holding period not determinable,Loss,118966.2082
SOIIndividual,Table4D,2011,LongTerm,GainTransaction,RealEstate,AllReturns,NumberOfTransactions,1174.896699
SOIIndividual,Table4D,2011,LongTerm,GainTransaction,RealEstate,AllReturns,SalesPrice,133494697.1
SOIIndividual,Table4D,2011,LongTerm,GainTransaction,RealEstate,AllReturns,Basis,95585545.78
