Data,TableID,Year,HoldingPeriod,TransactionType,AssetType,TimeHeld,Series,Value
SOIIndividual,Table4A,2009,LongTerm,GainTransaction,AllAsset,Under 18 months,NumberOfTransactions,5943.735834
SOIIndividual,Table4A,2009,LongTerm,GainTransaction,AllAsset,Under 18 months,SalesPrice,84432396.58
SOIIndividual,Table4A,2009,LongTerm,GainTransaction,AllAsset,Under 18 months,Basis,77729145.34
SOIIndividual,Table4A,2009,LongTerm,GainTransaction,AllAsset,Under 18 months,Gain,7033287.261
SOIIndividual,Table4A,2009,LongTerm,LossTransaction,AllAsset,Under 18 months,NumberOfTransactions,16371.76474
SOIIndividual,Table4A,2009,LongTerm,LossTransaction,AllAsset,Under 18 months,SalesPrice,75253708.59
SOIIndividual,Table4A,2009,LongTerm,LossTransaction,AllAsset,Under 18 months,Basis,105577115
SOIIndividual,Table4A,2009,LongTerm,LossTransaction,AllAsset,Under 18 months,Loss,30384633.07
SOIIndividual,Table4A,2009,LongTerm,GainTransaction,AllAsset,18 months under 2 years,NumberOfTransactions,2675.402705
SOIIndividual,Table4A,2009,LongTerm,GainTransaction,AllAsset,18 months under 2 years,SalesPrice,43251988
SOIIndividual,Table4A,2009,LongTerm,GainTransaction,AllAsset,18 months under 2 years,Basis,39687201.15
SOIIndividual,Table4A,2009,LongTerm,GainTransaction,AllAsset,18 months under 2 years,Gain,4149896.201
SOIIndividual,Table4A,2009,LongTerm,LossTransaction,AllAsset,18 months under 2 years,NumberOfTransactions,10175.47286
SOIIndividual,Table4A,2009,LongTerm,LossTransaction,AllAsset,18 months under 2 years,SalesPrice,40381560.41
SOIIndividual,Table4A,2009,LongTerm,LossTransaction,AllAsset,18 months under 2 years,Basis,59333461.15
SOIIndividual,Table4A,2009,LongTerm,LossTransaction,AllAsset,18 months under 2 years,Loss,19066990.62
SOIIndividual,Table4A,2009,LongTerm,GainTransaction,AllAsset,2 years under 3 years,NumberOfTransactions,3857.790228
SOIIndividual,Table4A,2009,LongTerm,GainTransaction,AllAsset,2 years under 3 years,SalesPrice,68895146.87
SOIIndividual,Table4A,2009,LongTerm,GainTransaction,AllAsset,2 years under 3 years,Basis,61134333.38
SOIIndividual,Table4A,2009,LongTerm,GainTransaction,AllAsset,2 years under 3 years,Gain,9064937.964
SOIIndividual,Table4A,2009,LongTerm,LossTransaction,AllAsset,2 years under 3 years,NumberOfTransactions,11514.5951
SOIIndividual,Table4A,2009,LongTerm,LossTransaction,AllAsset,2 years under 3 years,SalesPrice,52749915.1
SOIIndividual,Table4A,2009,LongTerm,LossTransaction,AllAsset,2 years under 3 years,Basis,79006533.3
SOIIndividual,Table4A,2009,LongTerm,LossTransaction,AllAsset,2 years under 3 years,Loss,26118278.64
SOIIndividual,Table4A,2009,LongTerm,GainTransaction,AllAsset,3 years under 4 years,NumberOfTransactions,3014.53297
SOIIndividual,Table4A,2009,LongTerm,GainTransaction,AllAsset,3 years under 4 years,SalesPrice,50297692.61
SOIIndividual,Table4A,2009,LongTerm,GainTransaction,AllAsset,3 years under 4 years,Basis,43081004.09
SOIIndividual,Table4A,2009,LongTerm,GainTransaction,AllAsset,3 years under 4 years,Gain,8611083.661
SOIIndividual,Table4A,2009,LongTerm,LossTransaction,AllAsset,3 years under 4 years,NumberOfTransactions,6037.66934
SOIIndividual,Table4A,2009,LongTerm,LossTransaction,AllAsset,3 years under 4 years,SalesPrice,32206661.83
SOIIndividual,Table4A,2009,LongTerm,LossTransaction,AllAsset,3 years under 4 years,Basis,47010467.44
SOIIndividual,Table4A,2009,LongTerm,LossTransaction,AllAsset,3 years under 4 years,Loss,14796410.66
SOIIndividual,Table4A,2009,LongTerm,GainTransaction,AllAsset,4 years under 5 years,NumberOfTransactions,2090.684956
SOIIndividual,Table4A,2009,LongTerm,GainTransaction,AllAsset,4 years under 5 years,SalesPrice,42593989.41
SOIIndividual,Table4A,2009,LongTerm,GainTransaction,AllAsset,4 years under 5 years,Basis,35203421.58
SOIIndividual,Table4A,2009,LongTerm,GainTransaction,AllAsset,4 years under 5 years,Gain,8160740.126
SOIIndividual,Table4A,2009,LongTerm,LossTransaction,AllAsset,4 years under 5 years,NumberOfTransactions,3191.405488
SOIIndividual,Table4A,2009,LongTerm,LossTransaction,AllAsset,4 years under 5 years,SalesPrice,24522431.6
SOIIndividual,Table4A,2009,LongTerm,LossTransaction,AllAsset,4 years under 5 years,Basis,35569806.28
SOIIndividual,Table4A,2009,LongTerm,LossTransaction,AllAsset,4 years under 5 years,Loss,10991764.36
SOIIndividual,Table4A,2009,LongTerm,GainTransaction,AllAsset,5 years under 10 years,NumberOfTransactions,5683.211982
SOIIndividual,Table4A,2009,LongTerm,GainTransaction,AllAsset,5 years under 10 years,SalesPrice,116204076
SOIIndividual,Table4A,2009,LongTerm,GainTransaction,AllAsset,5 years under 10 years,Basis,86573877.4
SOIIndividual,Table4A,2009,LongTerm,GainTransaction,AllAsset,5 years under 10 years,Gain,26347629.46
SOIIndividual,Table4A,2009,LongTerm,LossTransaction,AllAsset,5 years under 10 years,NumberOfTransactions,5685.244897
SOIIndividual,Table4A,2009,LongTerm,LossTransaction,AllAsset,5 years under 10 years,SalesPrice,35597922.99
SOIIndividual,Table4A,2009,LongTerm,LossTransaction,AllAsset,5 years under 10 years,Basis,53503425.62
SOIIndividual,Table4A,2009,LongTerm,LossTransaction,AllAsset,5 years under 10 years,Loss,17940277.18
SOIIndividual,Table4A,2009,LongTerm,GainTransaction,AllAsset,10 years under 15 years,NumberOfTransactions,1783.540121
SOIIndividual,Table4A,2009,LongTerm,GainTransaction,AllAsset,10 years under 15 years,SalesPrice,53768112.91
SOIIndividual,Table4A,2009,LongTerm,GainTransaction,AllAsset,10 years under 15 years,Basis,30298203.34
SOIIndividual,Table4A,2009,LongTerm,GainTransaction,AllAsset,10 years under 15 years,Gain,18988006.86
SOIIndividual,Table4A,2009,LongTerm,LossTransaction,AllAsset,10 years under 15 years,NumberOfTransactions,1318.792489
SOIIndividual,Table4A,2009,LongTerm,LossTransaction,AllAsset,10 years under 15 years,SalesPrice,6790939.808
SOIIndividual,Table4A,2009,LongTerm,LossTransaction,AllAsset,10 years under 15 years,Basis,11779400.82
SOIIndividual,Table4A,2009,LongTerm,LossTransaction,AllAsset,10 years under 15 years,Loss,5009346.323
SOIIndividual,Table4A,2009,LongTerm,GainTransaction,AllAsset,15 years under 20 years,NumberOfTransactions,748.5518366
SOIIndividual,Table4A,2009,LongTerm,GainTransaction,AllAsset,15 years under 20 years,SalesPrice,28383733.43
SOIIndividual,Table4A,2009,LongTerm,GainTransaction,AllAsset,15 years under 20 years,Basis,12450653.42
SOIIndividual,Table4A,2009,LongTerm,GainTransaction,AllAsset,15 years under 20 years,Gain,13539715.12
SOIIndividual,Table4A,2009,LongTerm,LossTransaction,AllAsset,15 years under 20 years,NumberOfTransactions,232.718132
SOIIndividual,Table4A,2009,LongTerm,LossTransaction,AllAsset,15 years under 20 years,SalesPrice,2634714.807
SOIIndividual,Table4A,2009,LongTerm,LossTransaction,AllAsset,15 years under 20 years,Basis,3735988.621
SOIIndividual,Table4A,2009,LongTerm,LossTransaction,AllAsset,15 years under 20 years,Loss,1067859.533
SOIIndividual,Table4A,2009,LongTerm,GainTransaction,AllAsset,20 years or more,NumberOfTransactions,947.3650974
SOIIndividual,Table4A,2009,LongTerm,GainTransaction,AllAsset,20 years or more,SalesPrice,55608370.34
SOIIndividual,Table4A,2009,LongTerm,GainTransaction,AllAsset,20 years or more,Basis,22239146.96
SOIIndividual,Table4A,2009,LongTerm,GainTransaction,AllAsset,20 years or more,Gain,26386328.09
SOIIndividual,Table4A,2009,LongTerm,LossTransaction,AllAsset,20 years or more,NumberOfTransactions,227.5926274
SOIIndividual,Table4A,2009,LongTerm,LossTransaction,AllAsset,20 years or more,SalesPrice,1453299.598
SOIIndividual,Table4A,2009,LongTerm,LossTransaction,AllAsset,20 years or more,Basis,3020863.388
SOIIndividual,Table4A,2009,LongTerm,LossTransaction,AllAsset,20 years or more,Loss,1567536.552
SOIIndividual,Table4A,2009,LongTerm,GainTransaction,AllAsset,Holding period not determinable,NumberOfTransactions,14290.29864
SOIIndividual,Table4A,2009,LongTerm,GainTransaction,AllAsset,Holding period not determinable,SalesPrice,265116109.9
SOIIndividual,Table4A,2009,LongTerm,GainTransaction,AllAsset,Holding period not determinable,Basis,174245189.6
SOIIndividual,Table4A,2009,LongTerm,GainTransaction,AllAsset,Holding period not determinable,Gain,195670720.3
SOIIndividual,Table4A,2009,LongTerm,LossTransaction,AllAsset,Holding period not determinable,NumberOfTransactions,14160.02486
SOIIndividual,Table4A,2009,LongTerm,LossTransaction,AllAsset,Holding period not determinable,SalesPrice,266437388.7
SOIIndividual,Table4A,2009,LongTerm,LossTransaction,AllAsset,Holding period not determinable,Basis,368621970.4
SOIIndividual,Table4A,2009,LongTerm,LossTransaction,AllAsset,Holding period not determinable,Loss,169573238.3
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,AllReturns,NumberOfTransactions,54319.27157
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,AllReturns,SalesPrice,736985653.8
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,AllReturns,Basis,682831523.6
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,AllReturns,Gain,51236865.08
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,AllReturns,NumberOfTransactions,40991.34646
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,AllReturns,SalesPrice,659030256.9
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,AllReturns,Basis,710934632.1
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,AllReturns,Loss,52933543.85
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,Under 1 month,NumberOfTransactions,19101.30476
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,Under 1 month,SalesPrice,277122403.6
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,Under 1 month,Basis,261203408.1
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,Under 1 month,Gain,11546833.67
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,Under 1 month,NumberOfTransactions,9873.980181
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,Under 1 month,SalesPrice,145677017
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,Under 1 month,Basis,154209141.2
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,Under 1 month,Loss,8937321.607
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,1 month under 2 months,NumberOfTransactions,4763.85548
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,1 month under 2 months,SalesPrice,30589557.5
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,1 month under 2 months,Basis,27315968.55
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,1 month under 2 months,Gain,3951618.046
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,1 month under 2 months,NumberOfTransactions,3320.152235
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,1 month under 2 months,SalesPrice,14390025.74
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,1 month under 2 months,Basis,17030725.36
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,1 month under 2 months,Loss,2654794.929
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,2 months under 3 months,NumberOfTransactions,3800.146002
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,2 months under 3 months,SalesPrice,19905062.44
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,2 months under 3 months,Basis,16801351.91
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,2 months under 3 months,Gain,3252668.555
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,2 months under 3 months,NumberOfTransactions,2784.499187
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,2 months under 3 months,SalesPrice,12241255.18
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,2 months under 3 months,Basis,14746833.3
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,2 months under 3 months,Loss,2516217.052
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,3 months under 4 months,NumberOfTransactions,3408.323934
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,3 months under 4 months,SalesPrice,17839601.42
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,3 months under 4 months,Basis,14982007.71
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,3 months under 4 months,Gain,2969267.776
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,3 months under 4 months,NumberOfTransactions,2585.237621
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,3 months under 4 months,SalesPrice,8241914.869
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,3 months under 4 months,Basis,11023650.59
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,3 months under 4 months,Loss,2785895.257
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,4 months under 5 months,NumberOfTransactions,3003.808455
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,4 months under 5 months,SalesPrice,13529247.23
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,4 months under 5 months,Basis,11142278.39
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,4 months under 5 months,Gain,2479080.639
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,4 months under 5 months,NumberOfTransactions,2620.115613
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,4 months under 5 months,SalesPrice,6295619.059
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,4 months under 5 months,Basis,8642595.106
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,4 months under 5 months,Loss,2364368.696
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,5 months under 6 months,NumberOfTransactions,2635.954564
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,5 months under 6 months,SalesPrice,12890849.3
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,5 months under 6 months,Basis,10523121.78
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,5 months under 6 months,Gain,2500634.171
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,5 months under 6 months,NumberOfTransactions,1983.073867
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,5 months under 6 months,SalesPrice,4826928.826
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,5 months under 6 months,Basis,7407741.498
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,5 months under 6 months,Loss,2589038.11
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,6 months under 7 months,NumberOfTransactions,2290.211376
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,6 months under 7 months,SalesPrice,12902380.07
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,6 months under 7 months,Basis,10596554.3
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,6 months under 7 months,Gain,2346929.435
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,6 months under 7 months,NumberOfTransactions,2101.511425
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,6 months under 7 months,SalesPrice,5972619.442
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,6 months under 7 months,Basis,8517323.747
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,6 months under 7 months,Loss,2509719.123
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,7 months under 8 months,NumberOfTransactions,2065.661669
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,7 months under 8 months,SalesPrice,7730641.182
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,7 months under 8 months,Basis,5904265.385
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,7 months under 8 months,Gain,1846778.706
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,7 months under 8 months,NumberOfTransactions,1965.403994
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,7 months under 8 months,SalesPrice,5107766.86
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,7 months under 8 months,Basis,7409292.489
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,7 months under 8 months,Loss,2312066.379
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,8 months under 9 months,NumberOfTransactions,1566.123071
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,8 months under 9 months,SalesPrice,7255715.051
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,8 months under 9 months,Basis,5116891.08
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,8 months under 9 months,Gain,2233897.702
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,8 months under 9 months,NumberOfTransactions,1666.180814
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,8 months under 9 months,SalesPrice,4037534.851
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,8 months under 9 months,Basis,6668592.221
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,8 months under 9 months,Loss,2639885.931
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,9 months under 10 months,NumberOfTransactions,1384.033003
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,9 months under 10 months,SalesPrice,6805028.696
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,9 months under 10 months,Basis,5370626.005
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,9 months under 10 months,Gain,1441235.705
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,9 months under 10 months,NumberOfTransactions,1798.35448
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,9 months under 10 months,SalesPrice,4367530.526
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,9 months under 10 months,Basis,6663448.365
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,9 months under 10 months,Loss,2333150.477
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,10 months under 11 months,NumberOfTransactions,1092.661048
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,10 months under 11 months,SalesPrice,5786757.81
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,10 months under 11 months,Basis,4557078.087
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,10 months under 11 months,Gain,1243240.229
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,10 months under 11 months,NumberOfTransactions,1977.112715
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,10 months under 11 months,SalesPrice,4207979.261
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,10 months under 11 months,Basis,6492816.202
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,10 months under 11 months,Loss,2295062.266
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,11 months under 12 months,NumberOfTransactions,927.6636888
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,11 months under 12 months,SalesPrice,5059521.912
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,11 months under 12 months,Basis,4207458.773
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,11 months under 12 months,Gain,872906.0847
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,11 months under 12 months,NumberOfTransactions,1979.681957
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,11 months under 12 months,SalesPrice,8634605.568
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,11 months under 12 months,Basis,10974851.26
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,11 months under 12 months,Loss,2351099.01
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,1 year or more,NumberOfTransactions,311.0045838
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,1 year or more,SalesPrice,34626846.3
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,1 year or more,Basis,33739778.72
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,1 year or more,Gain,893900.8639
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,1 year or more,NumberOfTransactions,579.9672305
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,1 year or more,SalesPrice,18743204
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,1 year or more,Basis,20393675.32
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,1 year or more,Loss,1564629.892
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,Holding period not determinable,NumberOfTransactions,7968.51994
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,Holding period not determinable,SalesPrice,284942041.2
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,Holding period not determinable,Basis,271370734.8
SOIIndividual,Table4B,2009,ShortTerm,GainTransaction,CorporateStock,Holding period not determinable,Gain,13657873.51
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,Holding period not determinable,NumberOfTransactions,5756.075145
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,Holding period not determinable,SalesPrice,416286255.7
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,Holding period not determinable,Basis,430753945.5
SOIIndividual,Table4B,2009,ShortTerm,LossTransaction,CorporateStock,Holding period not determinable,Loss,15080295.12
SOIIndividual,Table4B,2009,LongTerm,GainTransaction,CorporateStock,AllReturns,NumberOfTransactions,18954.54473
SOIIndividual,Table4B,2009,LongTerm,GainTransaction,CorporateStock,AllReturns,SalesPrice,247163919.5
SOIIndividual,Table4B,2009,LongTerm,GainTransaction,CorporateStock,AllReturns,Basis,136285220.9
SOIIndividual,Table4B,2009,LongTerm,GainTransaction,CorporateStock,AllReturns,Gain,113580208
SOIIndividual,Table4B,2009,LongTerm,LossTransaction,CorporateStock,AllReturns,NumberOfTransactions,37530.64958
SOIIndividual,Table4B,2009,LongTerm,LossTransaction,CorporateStock,AllReturns,SalesPrice,191873490.8
SOIIndividual,Table4B,2009,LongTerm,LossTransaction,CorporateStock,AllReturns,Basis,295781961.4
SOIIndividual,Table4B,2009,LongTerm,LossTransaction,CorporateStock,AllReturns,Loss,105098195.7
SOIIndividual,Table4B,2009,LongTerm,GainTransaction,CorporateStock,Under 18 months,NumberOfTransactions,3851.583854
SOIIndividual,Table4B,2009,LongTerm,GainTransaction,CorporateStock,Under 18 months,SalesPrice,20340491.61
SOIIndividual,Table4B,2009,LongTerm,GainTransaction,CorporateStock,Under 18 months,Basis,16901048.92
SOIIndividual,Table4B,2009,LongTerm,GainTransaction,CorporateStock,Under 18 months,Gain,3690606.481
SOIIndividual,Table4B,2009,LongTerm,LossTransaction,CorporateStock,Under 18 months,NumberOfTransactions,11411.39707
SOIIndividual,Table4B,2009,LongTerm,LossTransaction,CorporateStock,Under 18 months,SalesPrice,29142064.34
SOIIndividual,Table4B,2009,LongTerm,LossTransaction,CorporateStock,Under 18 months,Basis,46143360.71
SOIIndividual,Table4B,2009,LongTerm,LossTransaction,CorporateStock,Under 18 months,Loss,17088060.98
SOIIndividual,Table4B,2009,LongTerm,GainTransaction,CorporateStock,18 months under 2 years,NumberOfTransactions,1663.049826
SOIIndividual,Table4B,2009,LongTerm,GainTransaction,CorporateStock,18 months under 2 years,SalesPrice,11011868.39
SOIIndividual,Table4B,2009,LongTerm,GainTransaction,CorporateStock,18 months under 2 years,Basis,9002074.64
SOIIndividual,Table4B,2009,LongTerm,GainTransaction,CorporateStock,18 months under 2 years,Gain,2202637.997
SOIIndividual,Table4B,2009,LongTerm,LossTransaction,CorporateStock,18 months under 2 years,NumberOfTransactions,6825.695716
SOIIndividual,Table4B,2009,LongTerm,LossTransaction,CorporateStock,18 months under 2 years,SalesPrice,16560381.98
SOIIndividual,Table4B,2009,LongTerm,LossTransaction,CorporateStock,18 months under 2 years,Basis,28041973.76
SOIIndividual,Table4B,2009,LongTerm,LossTransaction,CorporateStock,18 months under 2 years,Loss,11584400.12
SOIIndividual,Table4B,2009,LongTerm,GainTransaction,CorporateStock,2 years under 3 years,NumberOfTransactions,2325.616729
SOIIndividual,Table4B,2009,LongTerm,GainTransaction,CorporateStock,2 years under 3 years,SalesPrice,13873090.71
SOIIndividual,Table4B,2009,LongTerm,GainTransaction,CorporateStock,2 years under 3 years,Basis,9128471.411
SOIIndividual,Table4B,2009,LongTerm,GainTransaction,CorporateStock,2 years under 3 years,Gain,5122576.437
SOIIndividual,Table4B,2009,LongTerm,LossTransaction,CorporateStock,2 years under 3 years,NumberOfTransactions,6729.288094
SOIIndividual,Table4B,2009,LongTerm,LossTransaction,CorporateStock,2 years under 3 years,SalesPrice,18799105.23
SOIIndividual,Table4B,2009,LongTerm,LossTransaction,CorporateStock,2 years under 3 years,Basis,31261873.26
SOIIndividual,Table4B,2009,LongTerm,LossTransaction,CorporateStock,2 years under 3 years,Loss,12621984.58
SOIIndividual,Table4B,2009,LongTerm,GainTransaction,CorporateStock,3 years under 4 years,NumberOfTransactions,1848.567275
SOIIndividual,Table4B,2009,LongTerm,GainTransaction,CorporateStock,3 years under 4 years,SalesPrice,10945111.07
SOIIndividual,Table4B,2009,LongTerm,GainTransaction,CorporateStock,3 years under 4 years,Basis,6761739.179
SOIIndividual,Table4B,2009,LongTerm,GainTransaction,CorporateStock,3 years under 4 years,Gain,4185364.867
SOIIndividual,Table4B,2009,LongTerm,LossTransaction,CorporateStock,3 years under 4 years,NumberOfTransactions,3059.030298
SOIIndividual,Table4B,2009,LongTerm,LossTransaction,CorporateStock,3 years under 4 years,SalesPrice,8554713.386
SOIIndividual,Table4B,2009,LongTerm,LossTransaction,CorporateStock,3 years under 4 years,Basis,14194148.09
SOIIndividual,Table4B,2009,LongTerm,LossTransaction,CorporateStock,3 years under 4 years,Loss,5681792.422
SOIIndividual,Table4B,2009,LongTerm,GainTransaction,CorporateStock,4 years under 5 years,NumberOfTransactions,1264.461752
SOIIndividual,Table4B,2009,LongTerm,GainTransaction,CorporateStock,4 years under 5 years,SalesPrice,12549735.65
SOIIndividual,Table4B,2009,LongTerm,GainTransaction,CorporateStock,4 years under 5 years,Basis,8125843.733
SOIIndividual,Table4B,2009,LongTerm,GainTransaction,CorporateStock,4 years under 5 years,Gain,4433887.469
SOIIndividual,Table4B,2009,LongTerm,LossTransaction,CorporateStock,4 years under 5 years,NumberOfTransactions,1529.515402
